Freight Flows,Corridor,Lat,Long,Grouping,Daily$,DailyTons,Daily$M
Col Blvd WB Chimney Park,Rivergate to I-5,45.610041,-122.760483,Misc manufactured,167478,24,0.167
Col Blvd WB Chimney Park,Rivergate to I-5,45.610041,-122.760483,"Motor Vehicles, etc.",1564665,103,1.565
Col Blvd WB Chimney Park,Rivergate to I-5,45.610041,-122.760483,"Wood, Paper, etc.",127065,237,0.127
Col Blvd WB Interstate,Rivergate to I-5,45.586977,-122.69236,Agriculture,1216375,2870,1.216
Col Blvd WB Interstate,Rivergate to I-5,455.86977,-1226.9236,All Goods,9180882,10879,9.181
Col Blvd WB Interstate,Rivergate to I-5,45.586977,-122.69236,Chemical,3741709,5715,3.742
Col Blvd WB Interstate,Rivergate to I-5,45.586977,-122.69236,"Coal, Oil, Waste, etc.",450417,886,0.450
Col Blvd WB Interstate,Rivergate to I-5,45.586977,-122.69236,Electronics,203512,11,0.204
Col Blvd WB Interstate,Rivergate to I-5,45.586977,-122.69236,Food,908462,518,0.908
Col Blvd WB Interstate,Rivergate to I-5,45.586977,-122.69236,"Gravel, Sand, etc.",2547,193,0.003
Col Blvd WB Interstate,Rivergate to I-5,45.586977,-122.69236,Machinery,718633,268,0.719
Col Blvd WB Interstate,Rivergate to I-5,45.586977,-122.69236,Misc manufactured,223226,32,0.223
Col Blvd WB Interstate,Rivergate to I-5,45.586977,-122.69236,"Motor Vehicles, etc.",1564665,103,1.565
Col Blvd WB Interstate,Rivergate to I-5,45.586977,-122.69236,"Wood, Paper, etc.",151335,282,0.151
Lombard St NB Terminal 4,Rivergate to I-5,45.605478,-122.765716,Agriculture,2437283,5750,2.437
Lombard St NB Terminal 4,Rivergate to I-5,456.05478,-1227.65716,All Goods,7437167,10498,7.437
Lombard St NB Terminal 4,Rivergate to I-5,45.605478,-122.765716,Chemical,1469145,2244,1.469
Lombard St NB Terminal 4,Rivergate to I-5,45.605478,-122.765716,"Coal, Oil, Waste, etc.",870904,1714,0.871
Lombard St NB Terminal 4,Rivergate to I-5,45.605478,-122.765716,Electronics,86558,5,0.087
Lombard St NB Terminal 4,Rivergate to I-5,45.605478,-122.765716,Food,80733,46,0.081
Lombard St NB Terminal 4,Rivergate to I-5,45.605478,-122.765716,"Gravel, Sand, etc.",1365,103,0.001
Lombard St NB Terminal 4,Rivergate to I-5,45.605478,-122.765716,Machinery,1249611,466,1.250
Lombard St NB Terminal 4,Rivergate to I-5,45.605478,-122.765716,Misc manufactured,111610,16,0.112
Lombard St NB Terminal 4,Rivergate to I-5,45.605478,-122.765716,"Motor Vehicles, etc.",1085665,72,1.086
Lombard St NB Terminal 4,Rivergate to I-5,45.605478,-122.765716,"Wood, Paper, etc.",44293,83,0.044
Lombard St SB Terminal 4,Rivergate to I-5,45.605478,-122.765716,Agriculture,74432,176,0.074
Lombard St SB Terminal 4,Rivergate to I-5,456.05478,-1227.65716,All Goods,15839258,6998,15.839
Lombard St SB Terminal 4,Rivergate to I-5,45.605478,-122.765716,Chemical,2168399,3312,2.168
Lombard St SB Terminal 4,Rivergate to I-5,45.605478,-122.765716,"Coal, Oil, Waste, etc.",475886,936,0.476
Lombard St SB Terminal 4,Rivergate to I-5,45.605478,-122.765716,Electronics,597677,32,0.598
Lombard St SB Terminal 4,Rivergate to I-5,45.605478,-122.765716,Food,342673,196,0.343
Lombard St SB Terminal 4,Rivergate to I-5,45.605478,-122.765716,"Gravel, Sand, etc.",0,0,0.000
Lombard St SB Terminal 4,Rivergate to I-5,45.605478,-122.765716,Machinery,4470245,1668,4.470
Lombard St SB Terminal 4,Rivergate to I-5,45.605478,-122.765716,Misc manufactured,112768,16,0.113
Lombard St SB Terminal 4,Rivergate to I-5,45.605478,-122.765716,"Motor Vehicles, etc.",7507190,494,7.507
Lombard St SB Terminal 4,Rivergate to I-5,45.605478,-122.765716,"Wood, Paper, etc.",89990,168,0.090
Marine Drive EB I-5,Rivergate to I-5,45.60383,-122.68233,Agriculture,229973,543,0.230
Marine Drive EB I-5,Rivergate to I-5,456.0383,-1226.8233,All Goods,10878946,7853,10.879
Marine Drive EB I-5,Rivergate to I-5,45.60383,-122.68233,Chemical,85513,131,0.086
Marine Drive EB I-5,Rivergate to I-5,45.60383,-122.68233,"Coal, Oil, Waste, etc.",2130508,4192,2.131
Marine Drive EB I-5,Rivergate to I-5,45.60383,-122.68233,Electronics,1425414,76,1.425
Marine Drive EB I-5,Rivergate to I-5,45.60383,-122.68233,Food,1593994,909,1.594
Marine Drive EB I-5,Rivergate to I-5,45.60383,-122.68233,"Gravel, Sand, etc.",2085,158,0.002
Marine Drive EB I-5,Rivergate to I-5,45.60383,-122.68233,Machinery,1379449,515,1.379
Marine Drive EB I-5,Rivergate to I-5,45.60383,-122.68233,Misc manufactured,780561,113,0.781
Marine Drive EB I-5,Rivergate to I-5,45.60383,-122.68233,"Motor Vehicles, etc.",2694634,177,2.695
Marine Drive EB I-5,Rivergate to I-5,45.60383,-122.68233,"Wood, Paper, etc.",556816,1039,0.557
Marine Drive EB Ledbetter,Rivergate to I-5,45.637801,-122.758713,Agriculture,346328,817,0.346
Marine Drive EB Ledbetter,Rivergate to I-5,456.37801,-1227.58713,All Goods,17986223,6622,17.986
Marine Drive EB Ledbetter,Rivergate to I-5,45.637801,-122.758713,Chemical,47509,73,0.048
Marine Drive EB Ledbetter,Rivergate to I-5,45.637801,-122.758713,"Coal, Oil, Waste, etc.",951734,1873,0.952
Marine Drive EB Ledbetter,Rivergate to I-5,45.637801,-122.758713,Electronics,1903098,102,1.903
Marine Drive EB Ledbetter,Rivergate to I-5,45.637801,-122.758713,Food,2057409,1174,2.057
Marine Drive EB Ledbetter,Rivergate to I-5,45.637801,-122.758713,"Gravel, Sand, etc.",0,0,0.000
Marine Drive EB Ledbetter,Rivergate to I-5,45.637801,-122.758713,Machinery,2804506,1047,2.805
Marine Drive EB Ledbetter,Rivergate to I-5,45.637801,-122.758713,Misc manufactured,878793,127,0.879
Marine Drive EB Ledbetter,Rivergate to I-5,45.637801,-122.758713,"Motor Vehicles, etc.",8542490,563,8.542
Marine Drive EB Ledbetter,Rivergate to I-5,45.637801,-122.758713,"Wood, Paper, etc.",454355,848,0.454
Marine Drive WB I-5,Rivergate to I-5,45.60392,-122.6822,Agriculture,267081,630,0.267
Marine Drive WB I-5,Rivergate to I-5,456.0392,-1226.822,All Goods,11500639,6088,11.501
Marine Drive WB I-5,Rivergate to I-5,45.60392,-122.6822,Chemical,133439,204,0.133
Marine Drive WB I-5,Rivergate to I-5,45.60392,-122.6822,"Coal, Oil, Waste, etc.",960809,1891,0.961
Marine Drive WB I-5,Rivergate to I-5,45.60392,-122.6822,Electronics,372618,20,0.373
Marine Drive WB I-5,Rivergate to I-5,45.60392,-122.6822,Food,2898985,1654,2.899
Marine Drive WB I-5,Rivergate to I-5,45.60392,-122.6822,"Gravel, Sand, etc.",1782,135,0.002
Marine Drive WB I-5,Rivergate to I-5,45.60392,-122.6822,Machinery,800798,299,0.801
Marine Drive WB I-5,Rivergate to I-5,45.60392,-122.6822,Misc manufactured,1684663,243,1.685
Marine Drive WB I-5,Rivergate to I-5,45.60392,-122.6822,"Motor Vehicles, etc.",3978281,262,3.978
Marine Drive WB I-5,Rivergate to I-5,45.60392,-122.6822,"Wood, Paper, etc.",402184,751,0.402
Marine Drive WB Ledbetter,Rivergate to I-5,45.637801,-122.758713,Agriculture,2688037,6342,2.688
Marine Drive WB Ledbetter,Rivergate to I-5,456.37801,-1227.58713,All Goods,13945823,11066,13.946
Marine Drive WB Ledbetter,Rivergate to I-5,45.637801,-122.758713,Chemical,41871,64,0.042
Marine Drive WB Ledbetter,Rivergate to I-5,45.637801,-122.758713,"Coal, Oil, Waste, etc.",828935,1631,0.829
Marine Drive WB Ledbetter,Rivergate to I-5,45.637801,-122.758713,Electronics,451758,24,0.452
Marine Drive WB Ledbetter,Rivergate to I-5,45.637801,-122.758713,Food,2931287,1672,2.931
Marine Drive WB Ledbetter,Rivergate to I-5,45.637801,-122.758713,"Gravel, Sand, etc.",0,0,0.000
Marine Drive WB Ledbetter,Rivergate to I-5,45.637801,-122.758713,Machinery,773646,289,0.774
Marine Drive WB Ledbetter,Rivergate to I-5,45.637801,-122.758713,Misc manufactured,207560,30,0.208
Marine Drive WB Ledbetter,Rivergate to I-5,45.637801,-122.758713,"Motor Vehicles, etc.",5679496,374,5.679
Marine Drive WB Ledbetter,Rivergate to I-5,45.637801,-122.758713,"Wood, Paper, etc.",343235,641,0.343
OR 99E NB,Rivergate to I-5,45.584635,-122.662929,Agriculture,249047,588,0.249
OR 99E NB,Rivergate to I-5,455.84635,-1226.62929,All Goods,9411455,5081,9.411
OR 99E NB,Rivergate to I-5,45.584635,-122.662929,Chemical,95334,146,0.095
OR 99E NB,Rivergate to I-5,45.584635,-122.662929,"Coal, Oil, Waste, etc.",897579,1766,0.898
OR 99E NB,Rivergate to I-5,45.584635,-122.662929,Electronics,308492,16,0.308
OR 99E NB,Rivergate to I-5,45.584635,-122.662929,Food,2066389,1179,2.066
OR 99E NB,Rivergate to I-5,45.584635,-122.662929,"Gravel, Sand, etc.",1896,144,0.002
OR 99E NB,Rivergate to I-5,45.584635,-122.662929,Machinery,635147,237,0.635
OR 99E NB,Rivergate to I-5,45.584635,-122.662929,Misc manufactured,1392820,201,1.393
OR 99E NB,Rivergate to I-5,45.584635,-122.662929,"Motor Vehicles, etc.",3455596,228,3.456
OR 99E NB,Rivergate to I-5,45.584635,-122.662929,"Wood, Paper, etc.",309155,577,0.309
OR 99E SB,Rivergate to I-5,45.584635,-122.662929,Agriculture,122611,289,0.123
OR 99E SB,Rivergate to I-5,455.84635,-1226.62929,All Goods,5878691,4500,5.879
OR 99E SB,Rivergate to I-5,45.584635,-122.662929,Chemical,43004,66,0.043
OR 99E SB,Rivergate to I-5,45.584635,-122.662929,"Coal, Oil, Waste, etc.",1094627,2154,1.095
OR 99E SB,Rivergate to I-5,45.584635,-122.662929,Electronics,652231,35,0.652
OR 99E SB,Rivergate to I-5,45.584635,-122.662929,Food,1025641,585,1.026
OR 99E SB,Rivergate to I-5,45.584635,-122.662929,"Gravel, Sand, etc.",2844,215,0.003
OR 99E SB,Rivergate to I-5,45.584635,-122.662929,Machinery,771470,288,0.771
OR 99E SB,Rivergate to I-5,45.584635,-122.662929,Misc manufactured,530818,77,0.531
OR 99E SB,Rivergate to I-5,45.584635,-122.662929,"Motor Vehicles, etc.",1255683,83,1.256
OR 99E SB,Rivergate to I-5,45.584635,-122.662929,"Wood, Paper, etc.",379763,709,0.380
I-205 EB Stafford,Tigard to Wilsonville,45.371176,-122.725573,Agriculture,168528,398,0.169
I-205 EB Stafford,Tigard to Wilsonville,453.71176,-1227.25573,All Goods,11536530,8942,11.537
I-205 EB Stafford,Tigard to Wilsonville,45.371176,-122.725573,Chemical,419346,640,0.419
I-205 EB Stafford,Tigard to Wilsonville,45.371176,-122.725573,"Coal, Oil, Waste, etc.",1483996,2920,1.484
I-205 EB Stafford,Tigard to Wilsonville,45.371176,-122.725573,Electronics,3150609,168,3.151
I-205 EB Stafford,Tigard to Wilsonville,45.371176,-122.725573,Food,2576449,1470,2.576
I-205 EB Stafford,Tigard to Wilsonville,45.371176,-122.725573,"Gravel, Sand, etc.",17328,1312,0.017
I-205 EB Stafford,Tigard to Wilsonville,45.371176,-122.725573,Machinery,1425596,532,1.426
I-205 EB Stafford,Tigard to Wilsonville,45.371176,-122.725573,Misc manufactured,582726,84,0.583
I-205 EB Stafford,Tigard to Wilsonville,45.371176,-122.725573,"Motor Vehicles, etc.",987431,65,0.987
I-205 EB Stafford,Tigard to Wilsonville,45.371176,-122.725573,"Wood, Paper, etc.",724520,1352,0.725
I-205 WB Stafford,Tigard to Wilsonville,45.375397,-122.721627,Agriculture,273150,644,0.273
I-205 WB Stafford,Tigard to Wilsonville,453.75397,-1227.21627,All Goods,11832065,11485,11.832
I-205 WB Stafford,Tigard to Wilsonville,45.375397,-122.721627,Chemical,162587,248,0.163
I-205 WB Stafford,Tigard to Wilsonville,45.375397,-122.721627,"Coal, Oil, Waste, etc.",2113626,4159,2.114
I-205 WB Stafford,Tigard to Wilsonville,45.375397,-122.721627,Electronics,1828806,98,1.829
I-205 WB Stafford,Tigard to Wilsonville,45.375397,-122.721627,Food,1887625,1077,1.888
I-205 WB Stafford,Tigard to Wilsonville,45.375397,-122.721627,"Gravel, Sand, etc.",29339,2222,0.029
I-205 WB Stafford,Tigard to Wilsonville,45.375397,-122.721627,Machinery,1281300,478,1.281
I-205 WB Stafford,Tigard to Wilsonville,45.375397,-122.721627,Misc manufactured,2545643,368,2.546
I-205 WB Stafford,Tigard to Wilsonville,45.375397,-122.721627,"Motor Vehicles, etc.",556108,37,0.556
I-205 WB Stafford,Tigard to Wilsonville,45.375397,-122.721627,"Wood, Paper, etc.",1153880,2154,1.154
I-5 NB I-205,Tigard to Wilsonville,45.347776,-122.7628,Agriculture,3854548,9094,3.855
I-5 NB I-205,Tigard to Wilsonville,453.47776,-1227.628,All Goods,49469058,42842,49.469
I-5 NB I-205,Tigard to Wilsonville,45.347776,-122.7628,Chemical,3915271,5980,3.915
I-5 NB I-205,Tigard to Wilsonville,45.347776,-122.7628,"Coal, Oil, Waste, etc.",5006800,9852,5.007
I-5 NB I-205,Tigard to Wilsonville,45.347776,-122.7628,Electronics,6861224,366,6.861
I-5 NB I-205,Tigard to Wilsonville,45.347776,-122.7628,Food,8096885,4620,8.097
I-5 NB I-205,Tigard to Wilsonville,45.347776,-122.7628,"Gravel, Sand, etc.",37015,2804,0.037
I-5 NB I-205,Tigard to Wilsonville,45.347776,-122.7628,Machinery,7464626,2786,7.465
I-5 NB I-205,Tigard to Wilsonville,45.347776,-122.7628,Misc manufactured,1675466,242,1.675
I-5 NB I-205,Tigard to Wilsonville,45.347776,-122.7628,"Motor Vehicles, etc.",9073427,598,9.073
I-5 NB I-205,Tigard to Wilsonville,45.347776,-122.7628,"Wood, Paper, etc.",3483795,6502,3.484
I-5 NB OR 217,Tigard to Wilsonville,45.414804,-122.742657,Agriculture,5282244,12462,5.282
I-5 NB OR 217,Tigard to Wilsonville,454.14804,-1227.42657,All Goods,54349790,49008,54.350
I-5 NB OR 217,Tigard to Wilsonville,45.414804,-122.742657,Chemical,4169896,6369,4.170
I-5 NB OR 217,Tigard to Wilsonville,45.414804,-122.742657,"Coal, Oil, Waste, etc.",6103766,12010,6.104
I-5 NB OR 217,Tigard to Wilsonville,45.414804,-122.742657,Electronics,7756823,414,7.757
I-5 NB OR 217,Tigard to Wilsonville,45.414804,-122.742657,Food,7969020,4547,7.969
I-5 NB OR 217,Tigard to Wilsonville,45.414804,-122.742657,"Gravel, Sand, etc.",35730,2706,0.036
I-5 NB OR 217,Tigard to Wilsonville,45.414804,-122.742657,Machinery,7707507,2876,7.708
I-5 NB OR 217,Tigard to Wilsonville,45.414804,-122.742657,Misc manufactured,3091619,447,3.092
I-5 NB OR 217,Tigard to Wilsonville,45.414804,-122.742657,"Motor Vehicles, etc.",8694314,573,8.694
I-5 NB OR 217,Tigard to Wilsonville,45.414804,-122.742657,"Wood, Paper, etc.",3538871,6605,3.539
I-5 SB I-205,Tigard to Wilsonville,45.346931,-122.769147,Agriculture,786885,1856,0.787
I-5 SB I-205,Tigard to Wilsonville,453.46931,-1227.69147,All Goods,69811322,49198,69.811
I-5 SB I-205,Tigard to Wilsonville,45.346931,-122.769147,Chemical,3294624,5032,3.295
I-5 SB I-205,Tigard to Wilsonville,45.346931,-122.769147,"Coal, Oil, Waste, etc.",6433292,12658,6.433
I-5 SB I-205,Tigard to Wilsonville,45.346931,-122.769147,Electronics,11950887,638,11.951
I-5 SB I-205,Tigard to Wilsonville,45.346931,-122.769147,Food,8744059,4989,8.744
I-5 SB I-205,Tigard to Wilsonville,45.346931,-122.769147,"Gravel, Sand, etc.",116477,8822,0.116
I-5 SB I-205,Tigard to Wilsonville,45.346931,-122.769147,Machinery,9428271,3518,9.428
I-5 SB I-205,Tigard to Wilsonville,45.346931,-122.769147,Misc manufactured,2603867,376,2.604
I-5 SB I-205,Tigard to Wilsonville,45.346931,-122.769147,"Motor Vehicles, etc.",21140556,1392,21.141
I-5 SB I-205,Tigard to Wilsonville,45.346931,-122.769147,"Wood, Paper, etc.",5312404,9915,5.312
I-5 SB OR 217,Tigard to Wilsonville,45.414382,-122.745316,Agriculture,755313,1782,0.755
I-5 SB OR 217,Tigard to Wilsonville,454.14382,-1227.45316,All Goods,74500386,50047,74.500
I-5 SB OR 217,Tigard to Wilsonville,45.414382,-122.745316,Chemical,3461453,5287,3.461
I-5 SB OR 217,Tigard to Wilsonville,45.414382,-122.745316,"Coal, Oil, Waste, etc.",7842743,15432,7.843
I-5 SB OR 217,Tigard to Wilsonville,45.414382,-122.745316,Electronics,14205253,759,14.205
I-5 SB OR 217,Tigard to Wilsonville,45.414382,-122.745316,Food,8930280,5095,8.930
I-5 SB OR 217,Tigard to Wilsonville,45.414382,-122.745316,"Gravel, Sand, etc.",92873,7035,0.093
I-5 SB OR 217,Tigard to Wilsonville,45.414382,-122.745316,Machinery,10466402,3906,10.466
I-5 SB OR 217,Tigard to Wilsonville,45.414382,-122.745316,Misc manufactured,2188437,316,2.188
I-5 SB OR 217,Tigard to Wilsonville,45.414382,-122.745316,"Motor Vehicles, etc.",21732588,1431,21.733
I-5 SB OR 217,Tigard to Wilsonville,45.414382,-122.745316,"Wood, Paper, etc.",4825043,9005,4.825
Tual Sher Rd EB I-5,Tigard/Tualatin to Sherwood/Newberg,45.382437,-122.755966,Agriculture,1447579,3415,1.448
Tual Sher Rd EB I-5,Tigard/Tualatin to Sherwood/Newberg,453.82437,-1227.55966,All Goods,8457995,10270,8.458
Tual Sher Rd EB I-5,Tigard/Tualatin to Sherwood/Newberg,45.382437,-122.755966,Chemical,682855,1043,0.683
Tual Sher Rd EB I-5,Tigard/Tualatin to Sherwood/Newberg,45.382437,-122.755966,"Coal, Oil, Waste, etc.",1298247,2555,1.298
Tual Sher Rd EB I-5,Tigard/Tualatin to Sherwood/Newberg,45.382437,-122.755966,Electronics,1138131,61,1.138
Tual Sher Rd EB I-5,Tigard/Tualatin to Sherwood/Newberg,45.382437,-122.755966,Food,1693695,966,1.694
Tual Sher Rd EB I-5,Tigard/Tualatin to Sherwood/Newberg,45.382437,-122.755966,"Gravel, Sand, etc.",11329,858,0.011
Tual Sher Rd EB I-5,Tigard/Tualatin to Sherwood/Newberg,45.382437,-122.755966,Machinery,763659,285,0.764
Tual Sher Rd EB I-5,Tigard/Tualatin to Sherwood/Newberg,45.382437,-122.755966,Misc manufactured,541782,78,0.542
Tual Sher Rd EB I-5,Tigard/Tualatin to Sherwood/Newberg,45.382437,-122.755966,"Motor Vehicles, etc.",352481,23,0.352
Tual Sher Rd EB I-5,Tigard/Tualatin to Sherwood/Newberg,45.382437,-122.755966,"Wood, Paper, etc.",528238,986,0.528
Tual Sher Rd EB OR 99W,Tigard/Tualatin to Sherwood/Newberg,45.368214,-122.841113,Agriculture,146843,346,0.147
Tual Sher Rd EB OR 99W,Tigard/Tualatin to Sherwood/Newberg,453.68214,-1228.41113,All Goods,1614664,1751,1.615
Tual Sher Rd EB OR 99W,Tigard/Tualatin to Sherwood/Newberg,45.368214,-122.841113,Chemical,5241,8,0.005
Tual Sher Rd EB OR 99W,Tigard/Tualatin to Sherwood/Newberg,45.368214,-122.841113,"Coal, Oil, Waste, etc.",372917,734,0.373
Tual Sher Rd EB OR 99W,Tigard/Tualatin to Sherwood/Newberg,45.368214,-122.841113,Electronics,323375,17,0.323
Tual Sher Rd EB OR 99W,Tigard/Tualatin to Sherwood/Newberg,45.368214,-122.841113,Food,223521,128,0.224
Tual Sher Rd EB OR 99W,Tigard/Tualatin to Sherwood/Newberg,45.368214,-122.841113,"Gravel, Sand, etc.",3951,299,0.004
Tual Sher Rd EB OR 99W,Tigard/Tualatin to Sherwood/Newberg,45.368214,-122.841113,Machinery,128489,48,0.128
Tual Sher Rd EB OR 99W,Tigard/Tualatin to Sherwood/Newberg,45.368214,-122.841113,Misc manufactured,103780,15,0.104
Tual Sher Rd EB OR 99W,Tigard/Tualatin to Sherwood/Newberg,45.368214,-122.841113,"Motor Vehicles, etc.",231464,15,0.231
Tual Sher Rd EB OR 99W,Tigard/Tualatin to Sherwood/Newberg,45.368214,-122.841113,"Wood, Paper, etc.",75084,140,0.075
Tual Sher Rd WB I-5,Tigard/Tualatin to Sherwood/Newberg,45.38292,-122.756127,Agriculture,58606,138,0.059
Tual Sher Rd WB I-5,Tigard/Tualatin to Sherwood/Newberg,453.8292,-1227.56127,All Goods,7477958,5773,7.478
Tual Sher Rd WB I-5,Tigard/Tualatin to Sherwood/Newberg,45.38292,-122.756127,Chemical,148884,227,0.149
Tual Sher Rd WB I-5,Tigard/Tualatin to Sherwood/Newberg,45.38292,-122.756127,"Coal, Oil, Waste, etc.",1423497,2801,1.423
Tual Sher Rd WB I-5,Tigard/Tualatin to Sherwood/Newberg,45.38292,-122.756127,Electronics,1765883,94,1.766
Tual Sher Rd WB I-5,Tigard/Tualatin to Sherwood/Newberg,45.38292,-122.756127,Food,947151,540,0.947
Tual Sher Rd WB I-5,Tigard/Tualatin to Sherwood/Newberg,45.38292,-122.756127,"Gravel, Sand, etc.",4141,314,0.004
Tual Sher Rd WB I-5,Tigard/Tualatin to Sherwood/Newberg,45.38292,-122.756127,Machinery,1400706,523,1.401
Tual Sher Rd WB I-5,Tigard/Tualatin to Sherwood/Newberg,45.38292,-122.756127,Misc manufactured,442133,64,0.442
Tual Sher Rd WB I-5,Tigard/Tualatin to Sherwood/Newberg,45.38292,-122.756127,"Motor Vehicles, etc.",738781,49,0.739
Tual Sher Rd WB I-5,Tigard/Tualatin to Sherwood/Newberg,45.38292,-122.756127,"Wood, Paper, etc.",548176,1023,0.548
Tual Sher Rd WB OR 99W,Tigard/Tualatin to Sherwood/Newberg,45.369028,-122.840963,Agriculture,4047,10,0.004
Tual Sher Rd WB OR 99W,Tigard/Tualatin to Sherwood/Newberg,453.69028,-1228.40963,All Goods,406894,759,0.407
Tual Sher Rd WB OR 99W,Tigard/Tualatin to Sherwood/Newberg,45.369028,-122.840963,Chemical,27238,42,0.027
Tual Sher Rd WB OR 99W,Tigard/Tualatin to Sherwood/Newberg,45.369028,-122.840963,"Coal, Oil, Waste, etc.",149683,295,0.150
Tual Sher Rd WB OR 99W,Tigard/Tualatin to Sherwood/Newberg,45.369028,-122.840963,Electronics,35255,2,0.035
Tual Sher Rd WB OR 99W,Tigard/Tualatin to Sherwood/Newberg,45.369028,-122.840963,Food,117823,67,0.118
Tual Sher Rd WB OR 99W,Tigard/Tualatin to Sherwood/Newberg,45.369028,-122.840963,"Gravel, Sand, etc.",3352,254,0.003
Tual Sher Rd WB OR 99W,Tigard/Tualatin to Sherwood/Newberg,45.369028,-122.840963,Machinery,26512,10,0.027
Tual Sher Rd WB OR 99W,Tigard/Tualatin to Sherwood/Newberg,45.369028,-122.840963,Misc manufactured,0,0,0.000
Tual Sher Rd WB OR 99W,Tigard/Tualatin to Sherwood/Newberg,45.369028,-122.840963,"Motor Vehicles, etc.",0,0,0.000
Tual Sher Rd WB OR 99W,Tigard/Tualatin to Sherwood/Newberg,45.369028,-122.840963,"Wood, Paper, etc.",42984,80,0.043
