Freight Flows,Corridor,Lat,Long,Grouping,Daily $M,Daily Tons,AM Peak (7:00-8:59am) $K,AM Peak (7:00-8:59am) Tons,MD 1HR (1:00-1:59pm) $K,MD 1HR (1:00-1:59pm) Tons,PM Peak (4:00-5:59pm) $K,PM Peak (4:00-5:59pm) Tons,Daily $M (2020),Daily Tons (2020),Daily $M (Net Change 2020 to 2045),Daily Tons (Net Change 2020 to 2045),Daily $M (Growth 2020 to 2045),Daily Tons (Growth 2020 to 2045),Daily $M (Decrease 2020 to 2045),Daily Tons (Decrease 2020 to 2045)
US-26 EB Tunnel,Portland Central City to Beaverton,45.506461,-122.709469,Machinery,3.274,698,1152.655,246,114.764,24,41.218,9,1.136,367,2.138,331,2.138,331,0,0
US-26 EB Tunnel,Portland Central City to Beaverton,45.506461,-122.709469,Misc manufactured,1.302,207,357.739,57,0,0,0,0,0.633,114,0.669,93,0.669,93,0,0
US-26 EB Tunnel,Portland Central City to Beaverton,45.506461,-122.709469,"Motor Vehicles, etc.",2.143,155,778.227,56,15.373,1,0,0,1.683,109,0.46,46,0.46,46,0,0
US-26 EB Tunnel,Portland Central City to Beaverton,45.506461,-122.709469,"Wood, Paper, etc.",1.583,2988,359.833,679,73.029,138,82.192,155,1.084,2039,0.499,949,0.499,949,0,0
US-26 WB OR 8,Portland Central City to Beaverton,45.506491,-122.761449,Agriculture,0.162,352,56.724,123,0.701,2,0.201,0,0.104,234,0.058,118,0.058,118,0,0
US-26 WB OR 8,Portland Central City to Beaverton,455.06491,-1227.61449,All Goods,26.967,11682,6878.132,2769,1734.233,601,579.188,230,16.686,8865,10.281,2817,10.281,2817,0,0
US-26 WB OR 8,Portland Central City to Beaverton,45.506491,-122.761449,Chemical,1.104,1879,315.748,537,26.412,45,25.873,44,0.741,1307,0.363,572,0.363,572,0,0
US-26 WB OR 8,Portland Central City to Beaverton,45.506491,-122.761449,"Coal, Oil, Waste, etc.",1.015,1989,227.949,447,66.977,131,23.278,46,1.374,2582,-0.359,-593,0,0,0.359,593
US-26 WB OR 8,Portland Central City to Beaverton,45.506491,-122.761449,Electronics,11.202,397,3117.891,111,917.251,33,277.61,10,7.317,371,3.885,26,3.885,26,0,0
US-26 WB OR 8,Portland Central City to Beaverton,45.506491,-122.761449,Food,2.464,1510,478.442,293,174.303,107,33.131,20,1.632,986,0.832,524,0.832,524,0,0
US-26 WB OR 8,Portland Central City to Beaverton,45.506491,-122.761449,"Gravel, Sand, etc.",0.024,1787,5.494,411,1.61,120,0,0,0.012,865,0.012,922,0.012,922,0,0
US-26 WB OR 8,Portland Central City to Beaverton,45.506491,-122.761449,Machinery,5.746,1225,1636.18,349,158.004,34,181.432,39,3.161,1022,2.585,203,2.585,203,0,0
US-26 WB OR 8,Portland Central City to Beaverton,45.506491,-122.761449,Misc manufactured,0.509,81,90.514,14,31.014,5,0,0,0.75,134,-0.241,-53,0,0,0.241,53
US-26 WB OR 8,Portland Central City to Beaverton,45.506491,-122.761449,"Motor Vehicles, etc.",3.574,259,720.869,52,303.521,22,0,0,0.901,58,2.673,201,2.673,201,0,0
US-26 WB OR 8,Portland Central City to Beaverton,45.506491,-122.761449,"Wood, Paper, etc.",1.167,2204,228.321,431,54.44,103,37.662,71,0.695,1306,0.472,898,0.472,898,0,0
US-26 WB Tunnel,Portland Central City to Beaverton,45.508145,-122.710455,Agriculture,0.172,375,67.062,146,0.701,2,0.201,0,0.104,234,0.068,141,0.068,141,0,0
US-26 WB Tunnel,Portland Central City to Beaverton,455.08145,-1227.10455,All Goods,27.109,11828,6907.069,2824,1734.233,601,579.188,230,16.799,9066,10.31,2762,10.31,2762,0,0
US-26 WB Tunnel,Portland Central City to Beaverton,45.508145,-122.710455,Chemical,1.104,1880,315.748,537,26.412,45,25.873,44,0.75,1322,0.354,558,0.354,558,0,0
US-26 WB Tunnel,Portland Central City to Beaverton,45.508145,-122.710455,"Coal, Oil, Waste, etc.",1.058,2073,240.705,472,66.977,131,23.278,46,1.447,2719,-0.389,-646,0,0,0.389,646
US-26 WB Tunnel,Portland Central City to Beaverton,45.508145,-122.710455,Electronics,11.211,398,3119.546,111,917.251,33,277.61,10,7.317,371,3.894,27,3.894,27,0,0
US-26 WB Tunnel,Portland Central City to Beaverton,45.508145,-122.710455,Food,2.464,1510,478.442,293,174.303,107,33.131,20,1.632,986,0.832,524,0.832,524,0,0
US-26 WB Tunnel,Portland Central City to Beaverton,45.508145,-122.710455,"Gravel, Sand, etc.",0.024,1787,5.494,411,1.61,120,0,0,0.012,865,0.012,922,0.012,922,0,0
US-26 WB Tunnel,Portland Central City to Beaverton,45.508145,-122.710455,Machinery,5.763,1229,1636.18,349,158.004,34,181.432,39,3.169,1024,2.594,205,2.594,205,0,0
US-26 WB Tunnel,Portland Central City to Beaverton,45.508145,-122.710455,Misc manufactured,0.557,89,90.514,14,31.014,5,0,0,0.75,134,-0.193,-45,0,0,0.193,45
US-26 WB Tunnel,Portland Central City to Beaverton,45.508145,-122.710455,"Motor Vehicles, etc.",3.574,259,720.869,52,303.521,22,0,0,0.901,58,2.673,201,2.673,201,0,0
US-26 WB Tunnel,Portland Central City to Beaverton,45.508145,-122.710455,"Wood, Paper, etc.",1.181,2230,232.509,439,54.44,103,37.662,71,0.719,1352,0.462,878,0.462,878,0,0
NW Cornelius Pass Road NB US30,Portland Central City to Columbia County,45.64360872,-122.8583775,Agriculture,4.576,9959,1330.511,2896,133.84,291,120.387,262,2.146,4806,2.43,5153,2.43,5153,0,0
NW Cornelius Pass Road NB US30,Portland Central City to Columbia County,456.4360872,-1228.583775,All Goods,11.801,16636,3023.001,4338,595.331,619,598.005,484,5.467,8160,6.334,8476,6.334,8476,0,0
NW Cornelius Pass Road NB US30,Portland Central City to Columbia County,45.64360872,-122.8583775,Chemical,1.48,2519,335.866,572,66.459,113,21.634,37,1.072,1890,0.408,629,0.408,629,0,0
NW Cornelius Pass Road NB US30,Portland Central City to Columbia County,45.64360872,-122.8583775,"Coal, Oil, Waste, etc.",1.717,3365,335.151,657,91.51,179,76.841,151,0.538,1011,1.179,2354,1.179,2354,0,0
NW Cornelius Pass Road NB US30,Portland Central City to Columbia County,45.64360872,-122.8583775,Electronics,1.09,39,299.478,11,90.879,3,211.378,8,0.033,2,1.057,37,1.057,37,0,0
NW Cornelius Pass Road NB US30,Portland Central City to Columbia County,45.64360872,-122.8583775,Food,0.394,241,146.61,90,4.101,3,4.896,3,0.123,74,0.271,167,0.271,167,0,0
NW Cornelius Pass Road NB US30,Portland Central City to Columbia County,45.64360872,-122.8583775,"Gravel, Sand, etc.",0,34,0,0,0.084,6,0,0,0,23,0,11,0,11,0,0
NW Cornelius Pass Road NB US30,Portland Central City to Columbia County,45.64360872,-122.8583775,Machinery,0.867,185,193.049,41,41.245,9,49.256,11,0.623,201,0.244,-16,0.244,0,0,16
NW Cornelius Pass Road NB US30,Portland Central City to Columbia County,45.64360872,-122.8583775,Misc manufactured,0.435,69,173.918,28,0,0,0,0,0.075,13,0.36,56,0.36,56,0,0
NW Cornelius Pass Road NB US30,Portland Central City to Columbia County,45.64360872,-122.8583775,"Motor Vehicles, etc.",1.168,85,191.999,14,165.97,12,110.552,8,0.812,53,0.356,32,0.356,32,0,0
NW Cornelius Pass Road NB US30,Portland Central City to Columbia County,45.64360872,-122.8583775,"Wood, Paper, etc.",0.074,141,16.417,31,1.244,2,3.06,6,0.046,87,0.028,54,0.028,54,0,0
NW Cornelius Pass Road SB US30,Portland Central City to Columbia County,45.64420304,-122.8591817,Agriculture,0.301,656,90.255,196,47.662,104,4.923,11,0.174,391,0.127,265,0.127,265,0,0
NW Cornelius Pass Road SB US30,Portland Central City to Columbia County,456.4420304,-1228.591817,All Goods,15.193,7151,3749.84,1662,856.893,471,533.343,264,5.775,4726,9.418,2425,9.418,2425,0,0
NW Cornelius Pass Road SB US30,Portland Central City to Columbia County,45.64420304,-122.8591817,Chemical,1.469,2501,309.167,526,105.727,180,20.086,34,1.048,1848,0.421,653,0.421,653,0,0
NW Cornelius Pass Road SB US30,Portland Central City to Columbia County,45.64420304,-122.8591817,"Coal, Oil, Waste, etc.",0.372,728,99.426,195,11.18,22,15.306,30,0.486,914,-0.114,-186,0,0,0.114,186
NW Cornelius Pass Road SB US30,Portland Central City to Columbia County,45.64420304,-122.8591817,Electronics,2.512,89,969.694,34,193.835,7,40.162,1,0.613,31,1.899,58,1.899,58,0,0
NW Cornelius Pass Road SB US30,Portland Central City to Columbia County,45.64420304,-122.8591817,Food,0.574,352,80.727,49,65.742,40,12.241,8,0.465,281,0.109,71,0.109,71,0,0
NW Cornelius Pass Road SB US30,Portland Central City to Columbia County,45.64420304,-122.8591817,"Gravel, Sand, etc.",0.009,693,2.644,198,0.243,18,0.494,37,0.004,326,0.005,367,0.005,367,0,0
NW Cornelius Pass Road SB US30,Portland Central City to Columbia County,45.64420304,-122.8591817,Machinery,6.995,1492,1536.462,328,265.256,57,248.742,53,1.779,575,5.216,917,5.216,917,0,0
NW Cornelius Pass Road SB US30,Portland Central City to Columbia County,45.64420304,-122.8591817,Misc manufactured,0.703,112,71.585,11,3.587,1,21.195,3,0.644,115,0.059,-3,0.059,0,0,3
NW Cornelius Pass Road SB US30,Portland Central City to Columbia County,45.64420304,-122.8591817,"Motor Vehicles, etc.",2.056,149,545.36,40,146.506,11,129.428,9,0.446,29,1.61,120,1.61,120,0,0
NW Cornelius Pass Road SB US30,Portland Central City to Columbia County,45.64420304,-122.8591817,"Wood, Paper, etc.",0.201,380,44.521,84,17.154,32,40.766,77,0.115,216,0.086,164,0.086,164,0,0
NW Front Ave EB,Portland Central City to Columbia County,45.56233118,-122.738671,Agriculture,0.001,2,0.491,1,0,0,0,0,0,0,0.001,2,0.001,2,0,0
NW Front Ave EB,Portland Central City to Columbia County,455.6233118,-1227.38671,All Goods,0.48,469,223.499,244,6.08,9,9.567,19,0.441,627,0.039,-158,0.039,0,0,158
NW Front Ave EB,Portland Central City to Columbia County,45.56233118,-122.738671,Chemical,0.016,27,11.653,20,0.042,0,0,0,0.008,15,0.008,12,0.008,12,0,0
NW Front Ave EB,Portland Central City to Columbia County,45.56233118,-122.738671,"Coal, Oil, Waste, etc.",0.202,395,105.978,208,3.922,8,9.567,19,0.315,593,-0.113,-198,0,0,0.113,198
NW Front Ave EB,Portland Central City to Columbia County,45.56233118,-122.738671,Electronics,0.236,8,94.93,3,2.094,0,0,0,0.088,4,0.148,4,0.148,4,0,0
NW Front Ave EB,Portland Central City to Columbia County,45.56233118,-122.738671,Food,0,0,0,0,0,0,0,0,0.001,1,-0.001,-1,0,0,0.001,1
NW Front Ave EB,Portland Central City to Columbia County,45.56233118,-122.738671,"Gravel, Sand, etc.",0,30,0.128,10,0.022,2,0,0,0,9,0,21,0,21,0,0
NW Front Ave EB,Portland Central City to Columbia County,45.56233118,-122.738671,Machinery,0.025,5,10.317,2,0,0,0,0,0,0,0.025,5,0.025,5,0,0
NW Front Ave EB,Portland Central City to Columbia County,45.56233118,-122.738671,Misc manufactured,0,0,0,0,0,0,0,0,0.028,5,-0.028,-5,0,0,0.028,5
NW Front Ave EB,Portland Central City to Columbia County,45.56233118,-122.738671,"Motor Vehicles, etc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NW Front Ave EB,Portland Central City to Columbia County,45.56233118,-122.738671,"Wood, Paper, etc.",0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0
NW Front Ave WB,Portland Central City to Columbia County,45.56316826,-122.7381239,Agriculture,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NW Front Ave WB,Portland Central City to Columbia County,455.6316826,-1227.381239,All Goods,0.037,1,36.629,1,0,0,0,0,0,0,0.037,1,0.037,1,0,0
NW Front Ave WB,Portland Central City to Columbia County,45.56316826,-122.7381239,Chemical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NW Front Ave WB,Portland Central City to Columbia County,45.56316826,-122.7381239,"Coal, Oil, Waste, etc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NW Front Ave WB,Portland Central City to Columbia County,45.56316826,-122.7381239,Electronics,0.037,1,36.609,1,0,0,0,0,0,0,0.037,1,0.037,1,0,0
NW Front Ave WB,Portland Central City to Columbia County,45.56316826,-122.7381239,Food,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NW Front Ave WB,Portland Central City to Columbia County,45.56316826,-122.7381239,"Gravel, Sand, etc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NW Front Ave WB,Portland Central City to Columbia County,45.56316826,-122.7381239,Machinery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NW Front Ave WB,Portland Central City to Columbia County,45.56316826,-122.7381239,Misc manufactured,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NW Front Ave WB,Portland Central City to Columbia County,45.56316826,-122.7381239,"Motor Vehicles, etc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NW Front Ave WB,Portland Central City to Columbia County,45.56316826,-122.7381239,"Wood, Paper, etc.",0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
OR 30 NB,Portland Central City to Columbia County,45.639895,-122.831372,Agriculture,0.307,668,90.579,197,47.662,104,4.923,11,0.21,471,0.097,197,0.097,197,0,0
OR 30 NB,Portland Central City to Columbia County,456.39895,-1228.31372,All Goods,16.751,7870,3697.16,1781,866.654,495,723.178,262,7.681,6061,9.07,1809,9.07,1809,0,0
OR 30 NB,Portland Central City to Columbia County,45.639895,-122.831372,Chemical,1.573,2678,364.048,620,105.727,180,20.086,34,1.168,2060,0.405,618,0.405,618,0,0
OR 30 NB,Portland Central City to Columbia County,45.639895,-122.831372,"Coal, Oil, Waste, etc.",0.482,945,117.358,230,20.747,41,29.521,58,0.601,1129,-0.119,-184,0,0,0.119,184
OR 30 NB,Portland Central City to Columbia County,45.639895,-122.831372,Electronics,2.295,81,635.42,23,203.909,7,110.238,4,0.735,37,1.56,44,1.56,44,0,0
OR 30 NB,Portland Central City to Columbia County,45.639895,-122.831372,Food,0.678,416,71.266,44,77.003,47,31.499,19,0.719,435,-0.041,-19,0,0,0.041,19
OR 30 NB,Portland Central City to Columbia County,45.639895,-122.831372,"Gravel, Sand, etc.",0.006,437,1.62,121,0.243,18,0.243,18,0.004,266,0.002,171,0.002,171,0,0
OR 30 NB,Portland Central City to Columbia County,45.639895,-122.831372,Machinery,7.866,1677,1671.256,356,265.256,57,307.368,66,2.245,726,5.621,951,5.621,951,0,0
OR 30 NB,Portland Central City to Columbia County,45.639895,-122.831372,Misc manufactured,0.954,152,94.945,15,3.587,1,36.925,6,0.716,128,0.238,24,0.238,24,0,0
OR 30 NB,Portland Central City to Columbia County,45.639895,-122.831372,"Motor Vehicles, etc.",2.244,163,579.875,42,125.445,9,163.942,12,0.883,57,1.361,106,1.361,106,0,0
OR 30 NB,Portland Central City to Columbia County,45.639895,-122.831372,"Wood, Paper, etc.",0.346,654,70.794,134,17.074,32,18.433,35,0.4,752,-0.054,-98,0,0,0.054,98
OR 30 NB I-405,Portland Central City to Columbia County,45.536292,-122.692615,Agriculture,4.484,9758,1174.106,2555,284.227,619,1.448,3,0.846,1894,3.638,7864,3.638,7864,0,0
OR 30 NB I-405,Portland Central City to Columbia County,455.36292,-1226.92615,All Goods,39.466,28681,9092.907,6962,2044.358,1650,867.601,624,22.138,17436,17.328,11245,17.328,11245,0,0
OR 30 NB I-405,Portland Central City to Columbia County,45.536292,-122.692615,Chemical,0.557,948,282.265,480,24.747,42,11.479,20,0.44,776,0.117,172,0.117,172,0,0
OR 30 NB I-405,Portland Central City to Columbia County,45.536292,-122.692615,"Coal, Oil, Waste, etc.",1.954,3831,432.537,848,97.135,190,95.856,188,2.214,4162,-0.26,-331,0,0,0.26,331
OR 30 NB I-405,Portland Central City to Columbia County,45.536292,-122.692615,Electronics,7.693,273,1352.267,48,394.96,14,151.991,5,4.799,243,2.894,30,2.894,30,0,0
OR 30 NB I-405,Portland Central City to Columbia County,45.536292,-122.692615,Food,4.547,2786,1009.341,618,182.019,112,162.436,100,3.053,1844,1.494,942,1.494,942,0,0
OR 30 NB I-405,Portland Central City to Columbia County,45.536292,-122.692615,"Gravel, Sand, etc.",0.016,1230,3.311,248,1.085,81,0.308,23,0.017,1261,-0.001,-31,0,0,0.001,31
OR 30 NB I-405,Portland Central City to Columbia County,45.536292,-122.692615,Machinery,9.844,2099,1674.18,357,699.075,149,260.13,55,4.606,1489,5.238,610,5.238,610,0,0
OR 30 NB I-405,Portland Central City to Columbia County,45.536292,-122.692615,Misc manufactured,4.162,662,1314.064,209,137.835,22,67.68,11,2.008,360,2.154,302,2.154,302,0,0
OR 30 NB I-405,Portland Central City to Columbia County,45.536292,-122.692615,"Motor Vehicles, etc.",2.548,185,1043.896,76,0,0,0,0,1.325,86,1.223,99,1.223,99,0,0
OR 30 NB I-405,Portland Central City to Columbia County,45.536292,-122.692615,"Wood, Paper, etc.",3.66,6910,806.939,1523,223.275,422,116.273,220,2.83,5320,0.83,1590,0.83,1590,0,0
OR 30 SB,Portland Central City to Columbia County,45.636414,-122.832487,Agriculture,4.849,10552,1372.35,2987,155.475,338,120.387,262,2.28,5107,2.569,5445,2.569,5445,0,0
OR 30 SB,Portland Central City to Columbia County,456.36414,-1228.32487,All Goods,13.112,19054,3271.897,4807,710.536,743,624.761,570,6.546,9144,6.566,9910,6.566,9910,0,0
OR 30 SB,Portland Central City to Columbia County,45.636414,-122.832487,Chemical,1.495,2544,335.866,572,66.459,113,21.634,37,1.068,1883,0.427,661,0.427,661,0,0
OR 30 SB,Portland Central City to Columbia County,45.636414,-122.832487,"Coal, Oil, Waste, etc.",1.895,3715,373.381,732,99.163,194,81.004,159,0.659,1238,1.236,2477,1.236,2477,0,0
OR 30 SB,Portland Central City to Columbia County,45.636414,-122.832487,Electronics,1.162,41,443.255,16,38.948,1,211.378,8,0.273,14,0.889,27,0.889,27,0,0
OR 30 SB,Portland Central City to Columbia County,45.636414,-122.832487,Food,0.591,362,153.794,94,32.989,20,21.478,13,0.224,135,0.367,227,0.367,227,0,0
OR 30 SB,Portland Central City to Columbia County,45.636414,-122.832487,"Gravel, Sand, etc.",0.016,1234,3.69,276,0.601,45,0.769,58,0.005,331,0.011,903,0.011,903,0,0
OR 30 SB,Portland Central City to Columbia County,45.636414,-122.832487,Machinery,0.834,178,194.165,41,41.245,9,49.256,11,0.662,214,0.172,-36,0.172,0,0,36
OR 30 SB,Portland Central City to Columbia County,45.636414,-122.832487,Misc manufactured,0.373,59,33.326,5,0,0,0,0,0.136,24,0.237,35,0.237,35,0,0
OR 30 SB,Portland Central City to Columbia County,45.636414,-122.832487,"Motor Vehicles, etc.",1.769,128,330.055,24,274.543,20,110.552,8,1.176,76,0.593,52,0.593,52,0,0
OR 30 SB,Portland Central City to Columbia County,45.636414,-122.832487,"Wood, Paper, etc.",0.127,240,32.013,60,1.112,2,8.303,16,0.065,121,0.062,119,0.062,119,0,0
OR 30 SB I-405,Portland Central City to Columbia County,45.535255,-122.693022,Agriculture,1.125,2449,331.697,722,70.546,154,33.121,72,0.543,1215,0.582,1234,0.582,1234,0,0
OR 30 SB I-405,Portland Central City to Columbia County,455.35255,-1226.93022,All Goods,58.657,40236,16982.483,10430,3540.602,2310,1561.877,1154,38.29,32806,20.367,7430,20.367,7430,0,0
OR 30 SB I-405,Portland Central City to Columbia County,45.535255,-122.693022,Chemical,2.756,4691,1236.059,2104,72.383,123,36.769,63,1.856,3273,0.9,1418,0.9,1418,0,0
OR 30 SB I-405,Portland Central City to Columbia County,45.535255,-122.693022,"Coal, Oil, Waste, etc.",5.822,11412,1335.298,2617,377.316,740,177.142,347,7.865,14786,-2.043,-3374,0,0,2.043,3374
OR 30 SB I-405,Portland Central City to Columbia County,45.535255,-122.693022,Electronics,10.289,365,2224.513,79,537.529,19,311.545,11,5.5,279,4.789,86,4.789,86,0,0
OR 30 SB I-405,Portland Central City to Columbia County,45.535255,-122.693022,Food,5.414,3317,1089.093,667,364.006,223,213.664,131,3.658,2210,1.756,1107,1.756,1107,0,0
OR 30 SB I-405,Portland Central City to Columbia County,45.535255,-122.693022,"Gravel, Sand, etc.",0.066,4933,13.062,977,3.769,282,1.784,134,0.037,2706,0.029,2227,0.029,2227,0,0
OR 30 SB I-405,Portland Central City to Columbia County,45.535255,-122.693022,Machinery,18.319,3906,5220.101,1113,1078.026,230,533.274,114,7.721,2496,10.598,1410,10.598,1410,0,0
OR 30 SB I-405,Portland Central City to Columbia County,45.535255,-122.693022,Misc manufactured,3.125,497,986.074,157,266.203,42,97.157,15,1.723,309,1.402,188,1.402,188,0,0
OR 30 SB I-405,Portland Central City to Columbia County,45.535255,-122.693022,"Motor Vehicles, etc.",7.434,538,3629.574,263,527.508,38,16.505,1,6.674,433,0.76,105,0.76,105,0,0
OR 30 SB I-405,Portland Central City to Columbia County,45.535255,-122.693022,"Wood, Paper, etc.",4.305,8127,917.013,1731,243.316,459,140.917,266,2.713,5100,1.592,3027,1.592,3027,0,0
St John Bridge NB,Portland Central City to Columbia County,45.584518,-122.764773,Agriculture,10.067,21908,2662.128,5793,494.134,1075,233.811,509,3.286,7360,6.781,14548,6.781,14548,0,0
St John Bridge NB,Portland Central City to Columbia County,455.84518,-1227.64773,All Goods,21.244,32784,5656.642,8373,1104.241,1541,720.193,831,9.804,14966,11.44,17818,11.44,17818,0,0
St John Bridge NB,Portland Central City to Columbia County,45.584518,-122.764773,Chemical,1.977,3365,533.784,908,79.944,136,21.634,37,1.561,2752,0.416,613,0.416,613,0,0
St John Bridge NB,Portland Central City to Columbia County,45.584518,-122.764773,"Coal, Oil, Waste, etc.",2.849,5584,585.902,1148,122.219,240,115.214,226,2.222,4177,0.627,1407,0.627,1407,0,0
St John Bridge NB,Portland Central City to Columbia County,45.584518,-122.764773,Electronics,1.259,45,434.181,15,38.948,1,211.378,8,0.05,3,1.209,42,1.209,42,0,0
St John Bridge NB,Portland Central City to Columbia County,45.584518,-122.764773,Food,0.5,306,164.566,101,16.341,10,4.896,3,0.16,96,0.34,210,0.34,210,0,0
St John Bridge NB,Portland Central City to Columbia County,45.584518,-122.764773,"Gravel, Sand, etc.",0.009,688,1.834,137,0.501,38,0.301,22,0.001,94,0.008,594,0.008,594,0,0
St John Bridge NB,Portland Central City to Columbia County,45.584518,-122.764773,Machinery,1.413,301,389.301,83,80.526,17,14.07,3,0.831,269,0.582,32,0.582,32,0,0
St John Bridge NB,Portland Central City to Columbia County,45.584518,-122.764773,Misc manufactured,0.337,54,36.733,6,0,0,0,0,0.08,14,0.257,40,0.257,40,0,0
St John Bridge NB,Portland Central City to Columbia County,45.584518,-122.764773,"Motor Vehicles, etc.",2.653,192,782.599,57,269.512,20,110.552,8,1.56,101,1.093,91,1.093,91,0,0
St John Bridge NB,Portland Central City to Columbia County,45.584518,-122.764773,"Wood, Paper, etc.",0.18,340,65.616,124,2.116,4,8.336,16,0.053,100,0.127,240,0.127,240,0,0
St John Bridge SB,Portland Central City to Columbia County,45.585194,-122.765609,Agriculture,0.422,919,149.815,326,55.257,120,4.923,11,0.224,501,0.198,418,0.198,418,0,0
St John Bridge SB,Portland Central City to Columbia County,455.85194,-1227.65609,All Goods,30.554,14178,10654.518,4972,1411.34,669,611.07,211,17.776,9789,12.778,4389,12.778,4389,0,0
St John Bridge SB,Portland Central City to Columbia County,45.585194,-122.765609,Chemical,4.167,7092,1489.287,2535,152.709,260,31.139,53,2.757,4863,1.41,2229,1.41,2229,0,0
St John Bridge SB,Portland Central City to Columbia County,45.585194,-122.765609,"Coal, Oil, Waste, etc.",0.871,1707,378.144,741,32.523,64,11.674,23,0.783,1472,0.088,235,0.088,235,0,0
St John Bridge SB,Portland Central City to Columbia County,45.585194,-122.765609,Electronics,2.33,83,697.894,25,193.835,7,11.243,0,0.85,43,1.48,40,1.48,40,0,0
St John Bridge SB,Portland Central City to Columbia County,45.585194,-122.765609,Food,0.764,468,186.266,114,67.73,41,19.428,12,0.636,384,0.128,84,0.128,84,0,0
St John Bridge SB,Portland Central City to Columbia County,45.585194,-122.765609,"Gravel, Sand, etc.",0.003,230,0.75,56,0.143,11,0.243,18,0.002,166,0.001,64,0.001,64,0,0
St John Bridge SB,Portland Central City to Columbia County,45.585194,-122.765609,Machinery,10.87,2318,3490.205,744,303.577,65,310.325,66,3.882,1255,6.988,1063,6.988,1063,0,0
St John Bridge SB,Portland Central City to Columbia County,45.585194,-122.765609,Misc manufactured,1.008,160,128.071,20,3.587,1,36.925,6,0.723,130,0.285,30,0.285,30,0,0
St John Bridge SB,Portland Central City to Columbia County,45.585194,-122.765609,"Motor Vehicles, etc.",9.861,714,4073.087,295,570.369,41,180.446,13,7.664,497,2.197,217,2.197,217,0,0
St John Bridge SB,Portland Central City to Columbia County,45.585194,-122.765609,"Wood, Paper, etc.",0.258,487,61,115,31.608,60,4.723,9,0.254,478,0.004,9,0.004,9,0,0
US 30 EB,Portland Central City to Columbia County,45.55493231,-122.7340832,Agriculture,1.11,2415,359.77,783,68.879,150,29.259,64,0.447,1000,0.663,1415,0.663,1415,0,0
US 30 EB,Portland Central City to Columbia County,455.5493231,-1227.340832,All Goods,19.581,13608,8377.635,5115,823.793,520,233.712,283,16.326,12145,3.255,1463,3.255,1463,0,0
US 30 EB,Portland Central City to Columbia County,45.55493231,-122.7340832,Chemical,2.382,4055,1134.929,1932,35.035,60,3.752,6,1.506,2656,0.876,1399,0.876,1399,0,0
US 30 EB,Portland Central City to Columbia County,45.55493231,-122.7340832,"Coal, Oil, Waste, etc.",2.164,4242,666.532,1306,95.031,186,78.805,154,3.317,6236,-1.153,-1994,0,0,1.153,1994
US 30 EB,Portland Central City to Columbia County,45.55493231,-122.7340832,Electronics,2.047,73,558.078,20,10.797,0,46.773,2,1.106,56,0.941,17,0.941,17,0,0
US 30 EB,Portland Central City to Columbia County,45.55493231,-122.7340832,Food,0.409,251,133.428,82,28.888,18,19.689,12,0.318,192,0.091,59,0.091,59,0,0
US 30 EB,Portland Central City to Columbia County,45.55493231,-122.7340832,"Gravel, Sand, etc.",0.014,1082,3.449,258,0.546,41,0.468,35,0.009,647,0.005,435,0.005,435,0,0
US 30 EB,Portland Central City to Columbia County,45.55493231,-122.7340832,Machinery,3.368,718,1863.447,397,38.321,8,38.143,8,2.069,669,1.299,49,1.299,49,0,0
US 30 EB,Portland Central City to Columbia County,45.55493231,-122.7340832,Misc manufactured,0.259,41,103.597,16,0,0,0,0,0.426,76,-0.167,-35,0,0,0.167,35
US 30 EB,Portland Central City to Columbia County,45.55493231,-122.7340832,"Motor Vehicles, etc.",7.737,560,3519.384,255,536.675,39,16.505,1,7.046,457,0.691,103,0.691,103,0,0
US 30 EB,Portland Central City to Columbia County,45.55493231,-122.7340832,"Wood, Paper, etc.",0.091,171,35.021,66,9.621,18,0.318,1,0.083,155,0.008,16,0.008,16,0,0
US 30 WB,Portland Central City to Columbia County,45.55576068,-122.733523,Agriculture,5.12,11142,1261.517,2745,340.161,740,109.978,239,0.778,1743,4.342,9399,4.342,9399,0,0
US 30 WB,Portland Central City to Columbia County,455.5576068,-1227.33523,All Goods,10.094,14065,2684.891,3588,535.093,836,287.342,374,4.728,5006,5.366,9059,5.366,9059,0,0
US 30 WB,Portland Central City to Columbia County,45.55576068,-122.733523,Chemical,0.258,440,169.093,288,4.671,8,0.095,0,0.35,617,-0.092,-177,0,0,0.092,177
US 30 WB,Portland Central City to Columbia County,45.55576068,-122.733523,"Coal, Oil, Waste, etc.",0.63,1235,119.187,234,28.796,56,48.654,95,0.729,1370,-0.099,-135,0,0,0.099,135
