"Freight Flows","Corridor","Lat","Long","Grouping","Daily $M","Daily Tons","AM Peak (7:00-8:59am) $K","AM Peak (7:00-8:59am) Tons","MD 1HR (1:00-1:59pm) $K","MD 1HR (1:00-1:59pm) Tons","PM Peak (4:00-5:59pm) $K","PM Peak (4:00-5:59pm) Tons"
"NE Cornfoot Road EB NE 47th Ave","Columbia Corridor",45.57655846,-122.6102787,"Misc manufactured",0.017,3,16.657,3,0.155,0,0,0
"NE Cornfoot Road EB NE 47th Ave","Columbia Corridor",45.57655846,-122.6102787,"Motor Vehicles, etc.",0.053,3,51.459,3,0.027,0,0,0
"NE Cornfoot Road EB NE 47th Ave","Columbia Corridor",45.57655846,-122.6102787,"Wood, Paper, etc.",0.013,25,13.326,25,0,0,0,0
"NE Cornfoot Road WB NE 47th Ave","Columbia Corridor",45.5775453,-122.6101169,"Agriculture",0,0,0,0,0,0,0,0
"NE Cornfoot Road WB NE 47th Ave","Columbia Corridor",455.775453,-1226.101169,"All Goods",0.385,287,67.684,61,26.036,3,2.957,0
"NE Cornfoot Road WB NE 47th Ave","Columbia Corridor",45.5775453,-122.6101169,"Chemical",0,0,0,0,0.103,0,0,0
"NE Cornfoot Road WB NE 47th Ave","Columbia Corridor",45.5775453,-122.6101169,"Coal, Oil, Waste, etc.",0.056,105,20.742,39,0,0,0,0
"NE Cornfoot Road WB NE 47th Ave","Columbia Corridor",45.5775453,-122.6101169,"Electronics",0.052,3,11.749,1,24.07,1,2.957,0
"NE Cornfoot Road WB NE 47th Ave","Columbia Corridor",45.5775453,-122.6101169,"Food",0.217,131,35.011,21,0,0,0,0
"NE Cornfoot Road WB NE 47th Ave","Columbia Corridor",45.5775453,-122.6101169,"Gravel, Sand, etc.",0,0,0,0,0,0,0,0
"NE Cornfoot Road WB NE 47th Ave","Columbia Corridor",45.5775453,-122.6101169,"Machinery",0.042,13,0,0,1.194,0,0,0
"NE Cornfoot Road WB NE 47th Ave","Columbia Corridor",45.5775453,-122.6101169,"Misc manufactured",0,0,0,0,0,0,0,0
"NE Cornfoot Road WB NE 47th Ave","Columbia Corridor",45.5775453,-122.6101169,"Motor Vehicles, etc.",0,0,0,0,0,0,0,0
"NE Cornfoot Road WB NE 47th Ave","Columbia Corridor",45.5775453,-122.6101169,"Wood, Paper, etc.",0.018,34,0.181,0,0.668,1,0,0
"NE Lombard St. EB NE 42nd","Columbia Corridor",45.56816239,-122.6100781,"Agriculture",0.142,318,44.751,100,3.375,8,0,0
"NE Lombard St. EB NE 42nd","Columbia Corridor",455.6816239,-1226.100781,"All Goods",14.269,10980,3357.577,2423,747.404,709,359.279,314
"NE Lombard St. EB NE 42nd","Columbia Corridor",45.56816239,-122.6100781,"Chemical",0.679,1197,131.325,232,74.082,131,13.529,24
"NE Lombard St. EB NE 42nd","Columbia Corridor",45.56816239,-122.6100781,"Coal, Oil, Waste, etc.",2.72,5112,568.966,1070,128.155,241,113.066,213
"NE Lombard St. EB NE 42nd","Columbia Corridor",45.56816239,-122.6100781,"Electronics",1.76,89,578.923,29,111.104,6,1.972,0
"NE Lombard St. EB NE 42nd","Columbia Corridor",45.56816239,-122.6100781,"Food",1.727,1043,384.053,232,120.37,73,24.981,15
"NE Lombard St. EB NE 42nd","Columbia Corridor",45.56816239,-122.6100781,"Gravel, Sand, etc.",0.011,823,3.136,229,1.589,116,0,0
"NE Lombard St. EB NE 42nd","Columbia Corridor",45.56816239,-122.6100781,"Machinery",3.566,1153,498.137,161,239.591,77,82.424,27
"NE Lombard St. EB NE 42nd","Columbia Corridor",45.56816239,-122.6100781,"Misc manufactured",0.417,75,127.758,23,42.414,8,53.469,10
"NE Lombard St. EB NE 42nd","Columbia Corridor",45.56816239,-122.6100781,"Motor Vehicles, etc.",2.719,176,866.029,56,0.099,0,57.84,4
"NE Lombard St. EB NE 42nd","Columbia Corridor",45.56816239,-122.6100781,"Wood, Paper, etc.",0.529,995,154.499,290,26.625,50,11.998,23
"NE Lombard St. WB NE 42nd","Columbia Corridor",45.56914878,-122.6099138,"Agriculture",0.419,940,118.483,265,12.699,28,8.346,19
"NE Lombard St. WB NE 42nd","Columbia Corridor",455.6914878,-1226.099138,"All Goods",13.454,7566,3447.348,1831,527.469,491,1019.929,284
"NE Lombard St. WB NE 42nd","Columbia Corridor",45.56914878,-122.6099138,"Chemical",0.397,699,102.089,180,32.913,58,4.48,8
"NE Lombard St. WB NE 42nd","Columbia Corridor",45.56914878,-122.6099138,"Coal, Oil, Waste, etc.",1.018,1914,234.559,441,70.436,132,47.391,89
"NE Lombard St. WB NE 42nd","Columbia Corridor",45.56914878,-122.6099138,"Electronics",2.789,141,977.331,50,33.073,2,602.951,31
"NE Lombard St. WB NE 42nd","Columbia Corridor",45.56914878,-122.6099138,"Food",2.992,1807,697.286,421,191.577,116,151.4,91
"NE Lombard St. WB NE 42nd","Columbia Corridor",45.56914878,-122.6099138,"Gravel, Sand, etc.",0.008,616,3.285,240,0.375,27,0.273,20
"NE Lombard St. WB NE 42nd","Columbia Corridor",45.56914878,-122.6099138,"Machinery",1.414,457,243.661,79,122.789,40,4.234,1
"NE Lombard St. WB NE 42nd","Columbia Corridor",45.56914878,-122.6099138,"Misc manufactured",0.53,95,120.505,22,19.094,3,6.927,1
"NE Lombard St. WB NE 42nd","Columbia Corridor",45.56914878,-122.6099138,"Motor Vehicles, etc.",3.532,229,910.529,59,0,0,187.588,12
"NE Lombard St. WB NE 42nd","Columbia Corridor",45.56914878,-122.6099138,"Wood, Paper, etc.",0.355,668,39.62,74,44.514,84,6.34,12
"I-205 NB Glen Jackson Br","Gateway to Clark County",45.58879842,-122.5452156,"Agriculture",0.803,1798,210.797,472,31.66,71,23.485,53
"I-205 NB Glen Jackson Br","Gateway to Clark County",455.8879842,-1225.452156,"All Goods",24.76,17066,7150.286,4370,710.098,837,1266.012,761
"I-205 NB Glen Jackson Br","Gateway to Clark County",45.58879842,-122.5452156,"Chemical",0.586,1034,181.284,320,0.14,0,26.655,47
"I-205 NB Glen Jackson Br","Gateway to Clark County",45.58879842,-122.5452156,"Coal, Oil, Waste, etc.",1.632,3068,444.266,835,118.652,223,84.251,158
"I-205 NB Glen Jackson Br","Gateway to Clark County",45.58879842,-122.5452156,"Electronics",4.512,229,1315.002,67,35.619,2,494.125,25
"I-205 NB Glen Jackson Br","Gateway to Clark County",45.58879842,-122.5452156,"Food",4.562,2756,1203.135,727,195.379,118,116.299,70
"I-205 NB Glen Jackson Br","Gateway to Clark County",45.58879842,-122.5452156,"Gravel, Sand, etc.",0.02,1464,3.126,229,1.258,92,0.618,45
"I-205 NB Glen Jackson Br","Gateway to Clark County",45.58879842,-122.5452156,"Machinery",4.189,1354,1224.189,396,183.123,59,95.894,31
"I-205 NB Glen Jackson Br","Gateway to Clark County",45.58879842,-122.5452156,"Misc manufactured",3.452,619,1384.8,248,0,0,192.504,34
"I-205 NB Glen Jackson Br","Gateway to Clark County",45.58879842,-122.5452156,"Motor Vehicles, etc.",2.569,167,632.738,41,0,0,77.121,5
"I-205 NB Glen Jackson Br","Gateway to Clark County",45.58879842,-122.5452156,"Wood, Paper, etc.",2.434,4577,550.949,1036,144.267,271,155.06,292
"I-205 NB NE Airport Way","Gateway to Clark County",45.56767403,-122.552975,"Agriculture",0.713,1596,157.119,352,35.009,78,22.351,50
"I-205 NB NE Airport Way","Gateway to Clark County",455.6767403,-1225.52975,"All Goods",22.853,17095,6059.774,3916,677.992,882,1177.323,776
"I-205 NB NE Airport Way","Gateway to Clark County",45.56767403,-122.552975,"Chemical",0.543,957,161.209,284,0.472,1,26.655,47
"I-205 NB NE Airport Way","Gateway to Clark County",45.56767403,-122.552975,"Coal, Oil, Waste, etc.",2.346,4411,474.409,892,165.953,312,125.324,236
"I-205 NB NE Airport Way","Gateway to Clark County",45.56767403,-122.552975,"Electronics",4.762,242,1348.027,68,35.767,2,494.618,25
"I-205 NB NE Airport Way","Gateway to Clark County",45.56767403,-122.552975,"Food",3.839,2319,950.227,574,126.741,77,76.348,46
"I-205 NB NE Airport Way","Gateway to Clark County",45.56767403,-122.552975,"Gravel, Sand, etc.",0.022,1584,4.45,326,1.504,110,0.515,38
"I-205 NB NE Airport Way","Gateway to Clark County",45.56767403,-122.552975,"Machinery",3.678,1189,1026.055,332,183.123,59,95.894,31
"I-205 NB NE Airport Way","Gateway to Clark County",45.56767403,-122.552975,"Misc manufactured",2.996,537,1054.577,189,0,0,192.504,34
"I-205 NB NE Airport Way","Gateway to Clark County",45.56767403,-122.552975,"Motor Vehicles, etc.",1.749,113,420.054,27,0,0,0,0
"I-205 NB NE Airport Way","Gateway to Clark County",45.56767403,-122.552975,"Wood, Paper, etc.",2.206,4147,463.647,872,129.425,243,143.113,269
"I-205 SB Glen Jackson Br","Gateway to Clark County",45.58859658,-122.5465102,"Agriculture",0.261,585,60.463,135,5.72,13,4.554,10
"I-205 SB Glen Jackson Br","Gateway to Clark County",455.8859658,-1225.465102,"All Goods",48.471,18923,12769.927,4884,1666.759,831,2036.582,724
"I-205 SB Glen Jackson Br","Gateway to Clark County",45.58859658,-122.5465102,"Chemical",0.782,1379,210.114,371,70.571,124,34.989,62
"I-205 SB Glen Jackson Br","Gateway to Clark County",45.58859658,-122.5465102,"Coal, Oil, Waste, etc.",0.999,1878,234.629,441,58.687,110,30.009,56
"I-205 SB Glen Jackson Br","Gateway to Clark County",45.58859658,-122.5465102,"Electronics",8.164,414,2389.215,121,78.367,4,98.075,5
"I-205 SB Glen Jackson Br","Gateway to Clark County",45.58859658,-122.5465102,"Food",4.251,2568,1323.725,800,179.325,108,110.379,67
"I-205 SB Glen Jackson Br","Gateway to Clark County",45.58859658,-122.5465102,"Gravel, Sand, etc.",0.017,1214,3.008,220,0.506,37,0.493,36
"I-205 SB Glen Jackson Br","Gateway to Clark County",45.58859658,-122.5465102,"Machinery",9.853,3185,2584.938,836,371.041,120,464.337,150
"I-205 SB Glen Jackson Br","Gateway to Clark County",45.58859658,-122.5465102,"Misc manufactured",8.2,1470,1862.893,334,545.302,98,951.92,171
"I-205 SB Glen Jackson Br","Gateway to Clark County",45.58859658,-122.5465102,"Motor Vehicles, etc.",13.082,848,3351.258,217,250.781,16,262.009,17
"I-205 SB Glen Jackson Br","Gateway to Clark County",45.58859658,-122.5465102,"Wood, Paper, etc.",2.862,5382,749.684,1409,106.459,200,79.818,150
"I-205 SB NE Airport Way","Gateway to Clark County",45.56957494,-122.5527531,"Agriculture",0.201,450,45.6,102,5.72,13,4.554,10
"I-205 SB NE Airport Way","Gateway to Clark County",455.6957494,-1225.527531,"All Goods",42.32,17362,9762.96,4122,1689.751,855,1607.441,589
"I-205 SB NE Airport Way","Gateway to Clark County",45.56957494,-122.5527531,"Chemical",0.631,1113,156.775,276,57.158,101,12.306,22
"I-205 SB NE Airport Way","Gateway to Clark County",45.56957494,-122.5527531,"Coal, Oil, Waste, etc.",1.169,2197,321.547,604,56.842,107,50.343,95
"I-205 SB NE Airport Way","Gateway to Clark County",45.56957494,-122.5527531,"Electronics",6.796,345,1919.838,97,78.367,4,53.573,3
"I-205 SB NE Airport Way","Gateway to Clark County",45.56957494,-122.5527531,"Food",3.799,2295,954.648,577,204.155,123,108.901,66
"I-205 SB NE Airport Way","Gateway to Clark County",45.56957494,-122.5527531,"Gravel, Sand, etc.",0.017,1241,2.771,203,0.608,44,0.493,36
"I-205 SB NE Airport Way","Gateway to Clark County",45.56957494,-122.5527531,"Machinery",8.387,2711,1921.828,621,368.989,119,357.335,116
"I-205 SB NE Airport Way","Gateway to Clark County",45.56957494,-122.5527531,"Misc manufactured",7.459,1337,1614.653,289,545.302,98,951.92,171
"I-205 SB NE Airport Way","Gateway to Clark County",45.56957494,-122.5527531,"Motor Vehicles, etc.",11.232,728,2181.415,141,250.781,16,30.648,2
"I-205 SB NE Airport Way","Gateway to Clark County",45.56957494,-122.5527531,"Wood, Paper, etc.",2.63,4945,643.885,1211,121.828,229,37.369,70
"HWY 213 Henrici NB","Gateway to Oregon City",45.313752,-122.571364,"Agriculture",0.708,1586,163.137,365,28.13,63,14.51,32
"HWY 213 Henrici NB","Gateway to Oregon City",453.13752,-1225.71364,"All Goods",3.376,4340,845.106,929,85.335,183,129.997,107
"HWY 213 Henrici NB","Gateway to Oregon City",45.313752,-122.571364,"Chemical",0.29,512,80.355,142,16.51,29,0,0
"HWY 213 Henrici NB","Gateway to Oregon City",45.313752,-122.571364,"Coal, Oil, Waste, etc.",0.259,487,32.145,60,0,0,9.974,19
"HWY 213 Henrici NB","Gateway to Oregon City",45.313752,-122.571364,"Electronics",0.55,28,269.032,14,0,0,0,0
"HWY 213 Henrici NB","Gateway to Oregon City",45.313752,-122.571364,"Food",0.712,430,225.59,136,0,0,26.485,16
"HWY 213 Henrici NB","Gateway to Oregon City",45.313752,-122.571364,"Gravel, Sand, etc.",0.006,459,0.991,72,0.205,15,0,0
"HWY 213 Henrici NB","Gateway to Oregon City",45.313752,-122.571364,"Machinery",0.115,37,0,0,0,0,0,0
"HWY 213 Henrici NB","Gateway to Oregon City",45.313752,-122.571364,"Misc manufactured",0.212,38,0,0,0,0,64.168,12
"HWY 213 Henrici NB","Gateway to Oregon City",45.313752,-122.571364,"Motor Vehicles, etc.",0.122,8,0,0,0,0,0,0
"HWY 213 Henrici NB","Gateway to Oregon City",45.313752,-122.571364,"Wood, Paper, etc.",0.401,755,73.855,139,40.489,76,14.86,28
"HWY 213 Henrici SB","Gateway to Oregon City",45.313682,-122.572522,"Agriculture",0.102,228,33.351,75,8.371,19,2.178,5
"HWY 213 Henrici SB","Gateway to Oregon City",453.13682,-1225.72522,"All Goods",1.895,2517,409.709,634,127.194,140,141.783,125
"HWY 213 Henrici SB","Gateway to Oregon City",45.313682,-122.572522,"Chemical",0.163,287,50.108,88,10.633,19,1.383,2
"HWY 213 Henrici SB","Gateway to Oregon City",45.313682,-122.572522,"Coal, Oil, Waste, etc.",0.16,302,60.062,113,3.99,8,0,0
"HWY 213 Henrici SB","Gateway to Oregon City",45.313682,-122.572522,"Electronics",0.074,4,22.966,1,27.602,1,0.321,0
"HWY 213 Henrici SB","Gateway to Oregon City",45.313682,-122.572522,"Food",0.328,198,38.735,23,21.188,13,31.038,19
"HWY 213 Henrici SB","Gateway to Oregon City",45.313682,-122.572522,"Gravel, Sand, etc.",0.004,322,1.213,89,0,0,0.103,8
"HWY 213 Henrici SB","Gateway to Oregon City",45.313682,-122.572522,"Machinery",0.09,29,23.2,8,14.769,5,0,0
"HWY 213 Henrici SB","Gateway to Oregon City",45.313682,-122.572522,"Misc manufactured",0.132,24,59.704,11,0,0,64.168,12
"HWY 213 Henrici SB","Gateway to Oregon City",45.313682,-122.572522,"Motor Vehicles, etc.",0.252,16,0,0,0,0,0,0
"HWY 213 Henrici SB","Gateway to Oregon City",45.313682,-122.572522,"Wood, Paper, etc.",0.589,1107,120.371,226,40.642,76,42.593,80
"HWY 99E Canemah NB","Gateway to Oregon City",45.329606,-122.6544,"Agriculture",0.456,1021,167.304,375,8.371,19,26.482,59
"HWY 99E Canemah NB","Gateway to Oregon City",453.29606,-1226.544,"All Goods",3.846,3807,1863.174,1698,137.57,113,261.383,254
"HWY 99E Canemah NB","Gateway to Oregon City",45.329606,-122.6544,"Chemical",0.058,103,30.313,53,0,0,0.012,0
"HWY 99E Canemah NB","Gateway to Oregon City",45.329606,-122.6544,"Coal, Oil, Waste, etc.",0.631,1187,188.856,355,33.022,62,43.595,82
"HWY 99E Canemah NB","Gateway to Oregon City",45.329606,-122.6544,"Electronics",0.673,34,209.74,11,8.872,0,2.762,0
"HWY 99E Canemah NB","Gateway to Oregon City",45.329606,-122.6544,"Food",0.442,267,336.857,203,12.333,7,19.727,12
"HWY 99E Canemah NB","Gateway to Oregon City",45.329606,-122.6544,"Gravel, Sand, etc.",0.002,174,1.975,144,0,0,0,0
"HWY 99E Canemah NB","Gateway to Oregon City",45.329606,-122.6544,"Machinery",0.373,121,142.868,46,4.994,2,0.62,0
"HWY 99E Canemah NB","Gateway to Oregon City",45.329606,-122.6544,"Misc manufactured",0.576,103,336.409,60,64.168,12,126.662,23
"HWY 99E Canemah NB","Gateway to Oregon City",45.329606,-122.6544,"Motor Vehicles, etc.",0.217,14,217.232,14,0,0,0,0
"HWY 99E Canemah NB","Gateway to Oregon City",45.329606,-122.6544,"Wood, Paper, etc.",0.417,783,231.621,435,5.809,11,41.521,78
"HWY 99E Canemah SB","Gateway to Oregon City",45.324984,-122.658145,"Agriculture",0.098,218,41.47,93,0,0,22.634,51
"HWY 99E Canemah SB","Gateway to Oregon City",453.24984,-1226.58145,"All Goods",4.921,3264,2951.398,1956,100.987,41,223.784,188
"HWY 99E Canemah SB","Gateway to Oregon City",45.324984,-122.658145,"Chemical",0.078,138,55.083,97,3.458,6,7.236,13
"HWY 99E Canemah SB","Gateway to Oregon City",45.324984,-122.658145,"Coal, Oil, Waste, etc.",0.339,637,172.706,325,2.373,4,15.613,29
"HWY 99E Canemah SB","Gateway to Oregon City",45.324984,-122.658145,"Electronics",1.223,62,669.8,34,14.787,1,10.071,1
"HWY 99E Canemah SB","Gateway to Oregon City",45.324984,-122.658145,"Food",0.702,424,423.78,256,16.743,10,8.773,5
"HWY 99E Canemah SB","Gateway to Oregon City",45.324984,-122.658145,"Gravel, Sand, etc.",0.005,386,3.578,262,0.022,2,0,0
"HWY 99E Canemah SB","Gateway to Oregon City",45.324984,-122.658145,"Machinery",0.587,190,434.724,141,0,0,0,0
"HWY 99E Canemah SB","Gateway to Oregon City",45.324984,-122.658145,"Misc manufactured",1.006,180,707.337,127,59.704,11,0,0
"HWY 99E Canemah SB","Gateway to Oregon City",45.324984,-122.658145,"Motor Vehicles, etc.",0.347,23,116.002,8,0,0,115.681,8
"HWY 99E Canemah SB","Gateway to Oregon City",45.324984,-122.658145,"Wood, Paper, etc.",0.535,1005,326.917,615,3.9,7,43.775,82
"I-205 NB Johnson","Gateway to Oregon City",45.4462099,-122.5697236,"Agriculture",1.616,3619,383.622,859,48.419,108,67.476,151
"I-205 NB Johnson","Gateway to Oregon City",454.462099,-1225.697236,"All Goods",28.734,21621,7555.6,4808,1718.685,1204,1918.826,1222
"I-205 NB Johnson","Gateway to Oregon City",45.4462099,-122.5697236,"Chemical",0.631,1113,202.757,358,37.487,66,4.081,7
"I-205 NB Johnson","Gateway to Oregon City",45.4462099,-122.5697236,"Coal, Oil, Waste, etc.",2.384,4482,470.499,884,173.029,325,152.749,287
"I-205 NB Johnson","Gateway to Oregon City",45.4462099,-122.5697236,"Electronics",4.894,248,1723.423,87,213.423,11,544.631,28
"I-205 NB Johnson","Gateway to Oregon City",45.4462099,-122.5697236,"Food",6.141,3710,1605.912,970,222.685,135,265.551,160
"I-205 NB Johnson","Gateway to Oregon City",45.4462099,-122.5697236,"Gravel, Sand, etc.",0.025,1864,5.265,385,0.661,48,1.483,108
"I-205 NB Johnson","Gateway to Oregon City",45.4462099,-122.5697236,"Machinery",2.757,891,678.455,219,178.329,58,26.587,9
"I-205 NB Johnson","Gateway to Oregon City",45.4462099,-122.5697236,"Misc manufactured",3.752,672,809.844,145,333.345,60,272.674,49
"I-205 NB Johnson","Gateway to Oregon City",45.4462099,-122.5697236,"Motor Vehicles, etc.",4,259,1240.004,80,312.916,20,371.94,24
"I-205 NB Johnson","Gateway to Oregon City",45.4462099,-122.5697236,"Wood, Paper, etc.",2.533,4762,435.818,819,198.39,373,211.654,398
"I-205 NB OR 212","Gateway to Oregon City",45.41266776,-122.5723362,"Agriculture",1.468,3287,329.872,739,60.783,136,57.43,129
"I-205 NB OR 212","Gateway to Oregon City",454.1266776,-1225.723362,"All Goods",25.89,21674,6460.406,4936,1500.926,1253,1712.944,1207
"I-205 NB OR 212","Gateway to Oregon City",45.41266776,-122.5723362,"Chemical",0.697,1229,235.309,415,39.224,69,7.025,12
"I-205 NB OR 212","Gateway to Oregon City",45.41266776,-122.5723362,"Coal, Oil, Waste, etc.",2.659,4999,560.8,1054,189.036,355,156.739,295
"I-205 NB OR 212","Gateway to Oregon City",45.41266776,-122.5723362,"Electronics",4.905,249,1449.711,74,302.984,15,545.598,28
"I-205 NB OR 212","Gateway to Oregon City",45.41266776,-122.5723362,"Food",6.198,3744,1659.927,1003,268.707,162,283.489,171
"I-205 NB OR 212","Gateway to Oregon City",45.41266776,-122.5723362,"Gravel, Sand, etc.",0.026,1911,5.806,425,0.925,68,1.483,108
"I-205 NB OR 212","Gateway to Oregon City",45.41266776,-122.5723362,"Machinery",2.475,800,608.097,197,119.437,39,63.862,21
"I-205 NB OR 212","Gateway to Oregon City",45.41266776,-122.5723362,"Misc manufactured",3.21,575,697.992,125,247.384,44,272.674,49
"I-205 NB OR 212","Gateway to Oregon City",45.41266776,-122.5723362,"Motor Vehicles, etc.",1.716,111,446.751,29,81.554,5,118.999,8
"I-205 NB OR 212","Gateway to Oregon City",45.41266776,-122.5723362,"Wood, Paper, etc.",2.536,4767,466.141,876,190.891,359,205.645,387
"I-205 NB Stark","Gateway to Oregon City",45.51150508,-122.5646964,"Agriculture",1.709,3829,407.319,912,53.971,121,70.824,159
"I-205 NB Stark","Gateway to Oregon City",455.1150508,-1225.646964,"All Goods",28.949,22369,7770.822,5076,1649.106,1213,2018.369,1274
"I-205 NB Stark","Gateway to Oregon City",45.51150508,-122.5646964,"Chemical",0.654,1154,202.833,358,37.487,66,5.161,9
"I-205 NB Stark","Gateway to Oregon City",45.51150508,-122.5646964,"Coal, Oil, Waste, etc.",2.426,4560,525.974,989,177.019,333,152.749,287
"I-205 NB Stark","Gateway to Oregon City",45.51150508,-122.5646964,"Electronics",4.929,250,1739.63,88,213.423,11,544.631,28
"I-205 NB Stark","Gateway to Oregon City",45.51150508,-122.5646964,"Food",6.344,3832,1680.397,1015,210.27,127,303.839,184
"I-205 NB Stark","Gateway to Oregon City",45.51150508,-122.5646964,"Gravel, Sand, etc.",0.028,2051,5.417,396,0.871,64,1.693,124
"I-205 NB Stark","Gateway to Oregon City",45.51150508,-122.5646964,"Machinery",3.134,1013,806.618,261,178.329,58,26.596,9
"I-205 NB Stark","Gateway to Oregon City",45.51150508,-122.5646964,"Misc manufactured",3.486,625,747.071,134,270.572,48,332.771,60
"I-205 NB Stark","Gateway to Oregon City",45.51150508,-122.5646964,"Motor Vehicles, etc.",3.677,238,1206.124,78,312.916,20,371.94,24
"I-205 NB Stark","Gateway to Oregon City",45.51150508,-122.5646964,"Wood, Paper, etc.",2.562,4817,449.44,845,194.248,365,208.163,391
"I-205 SB Johnson","Gateway to Oregon City",45.44478799,-122.57086,"Agriculture",0.309,691,67.627,151,8.933,20,36.252,81
"I-205 SB Johnson","Gateway to Oregon City",454.4478799,-1225.7086,"All Goods",31.159,21771,7179.488,4912,1839.109,1144,1367.585,1365
"I-205 SB Johnson","Gateway to Oregon City",45.44478799,-122.57086,"Chemical",0.818,1442,147.052,259,59.778,105,27.821,49
"I-205 SB Johnson","Gateway to Oregon City",45.44478799,-122.57086,"Coal, Oil, Waste, etc.",3.292,6188,818.099,1538,177.063,333,133.258,251
"I-205 SB Johnson","Gateway to Oregon City",45.44478799,-122.57086,"Electronics",4.564,232,1437.851,73,252.452,13,27.206,1
"I-205 SB Johnson","Gateway to Oregon City",45.44478799,-122.57086,"Food",5.908,3569,1419.685,858,377.953,228,190.719,115
"I-205 SB Johnson","Gateway to Oregon City",45.44478799,-122.57086,"Gravel, Sand, etc.",0.028,2062,5.309,388,0.873,64,2.418,177
"I-205 SB Johnson","Gateway to Oregon City",45.44478799,-122.57086,"Machinery",3.603,1165,872.371,282,157.017,51,131.469,43
"I-205 SB Johnson","Gateway to Oregon City",45.44478799,-122.57086,"Misc manufactured",5.583,1000,1500.171,269,412.035,74,338.205,61
"I-205 SB Johnson","Gateway to Oregon City",45.44478799,-122.57086,"Motor Vehicles, etc.",4.32,280,341.624,22,265.831,17,173.521,11
"I-205 SB Johnson","Gateway to Oregon City",45.44478799,-122.57086,"Wood, Paper, etc.",2.734,5141,569.698,1071,127.174,239,306.717,577
"I-205 SB OR 212","Gateway to Oregon City",45.41244121,-122.5735802,"Agriculture",0.334,748,89.138,200,17.237,39,36.319,81
"I-205 SB OR 212","Gateway to Oregon City",454.1244121,-1225.735802,"All Goods",27.371,22019,5735.55,4863,1907.824,1269,1463.714,1442
"I-205 SB OR 212","Gateway to Oregon City",45.41244121,-122.5735802,"Chemical",0.717,1264,132.479,234,59.778,105,28.317,50
"I-205 SB OR 212","Gateway to Oregon City",45.41244121,-122.5735802,"Coal, Oil, Waste, etc.",3.089,5808,762.564,1434,182.746,344,134.588,253
"I-205 SB OR 212","Gateway to Oregon City",45.41244121,-122.5735802,"Electronics",5.146,261,1235.759,63,360.324,18,178.327,9
"I-205 SB OR 212","Gateway to Oregon City",45.41244121,-122.5735802,"Food",5.336,3224,1127.586,681,346.735,209,238.116,144
"I-205 SB OR 212","Gateway to Oregon City",45.41244121,-122.5735802,"Gravel, Sand, etc.",0.046,3371,10.89,797,1.619,118,2.721,199
"I-205 SB OR 212","Gateway to Oregon City",45.41244121,-122.5735802,"Machinery",2.754,890,650.722,210,107.182,35,74.611,24
"I-205 SB OR 212","Gateway to Oregon City",45.41244121,-122.5735802,"Misc manufactured",4.628,829,1031.491,185,400.875,72,327.045,59
"I-205 SB OR 212","Gateway to Oregon City",45.41244121,-122.5735802,"Motor Vehicles, etc.",2.412,156,135.779,9,265.831,17,116.182,8
"I-205 SB OR 212","Gateway to Oregon City",45.41244121,-122.5735802,"Wood, Paper, etc.",2.908,5468,559.142,1051,165.496,311,327.488,616
"I-205 SB Stark","Gateway to Oregon City",45.51252361,-122.5661008,"Agriculture",0.339,758,68.038,152,15.875,36,36.252,81
"I-205 SB Stark","Gateway to Oregon City",455.1252361,-1225.661008,"All Goods",33.455,24093,8340.857,5551,1727.034,1315,1348.636,1401
"I-205 SB Stark","Gateway to Oregon City",45.51252361,-122.5661008,"Chemical",0.879,1549,153.832,271,64.031,113,34.2,60
"I-205 SB Stark","Gateway to Oregon City",45.51252361,-122.5661008,"Coal, Oil, Waste, etc.",3.65,6861,908.181,1707,197.011,370,145.566,274
"I-205 SB Stark","Gateway to Oregon City",45.51252361,-122.5661008,"Electronics",4.709,239,1610.581,82,252.945,13,30.163,2
"I-205 SB Stark","Gateway to Oregon City",45.51252361,-122.5661008,"Food",6.832,4127,1679.949,1015,461.476,279,190.719,115
"I-205 SB Stark","Gateway to Oregon City",45.51252361,-122.5661008,"Gravel, Sand, etc.",0.031,2252,6.17,451,1.232,90,2.514,184
"I-205 SB Stark","Gateway to Oregon City",45.51252361,-122.5661008,"Machinery",3.96,1280,1025.11,331,176.228,57,131.701,43
"I-205 SB Stark","Gateway to Oregon City",45.51252361,-122.5661008,"Misc manufactured",5.499,985,1458.323,261,370.186,66,296.356,53
"I-205 SB Stark","Gateway to Oregon City",45.51252361,-122.5661008,"Motor Vehicles, etc.",4.5,292,776.854,50,34.47,2,173.521,11
"I-205 SB Stark","Gateway to Oregon City",45.51252361,-122.5661008,"Wood, Paper, etc.",3.058,5748,653.82,1229,153.58,289,307.644,578
"I-205 NB Sandy","Gateway to Troutdale-Wood Village-Fairview",45.552158,-122.56323,"Agriculture",1.155,2587,265.168,594,52.875,118,33.336,75
"I-205 NB Sandy","Gateway to Troutdale-Wood Village-Fairview",455.52158,-1225.6323,"All Goods",36.325,23806,9803.738,5425,1242.094,1361,1946.651,973
"I-205 NB Sandy","Gateway to Troutdale-Wood Village-Fairview",45.552158,-122.56323,"Chemical",0.947,1669,265.864,469,33.009,58,36.616,65
"I-205 NB Sandy","Gateway to Troutdale-Wood Village-Fairview",45.552158,-122.56323,"Coal, Oil, Waste, etc.",2.963,5571,616.85,1160,225.577,424,139.257,262
