Freight Flows,Corridor,Lat,Long,Grouping,Daily $M,Daily Tons,AM Peak (7:00-8:59am) $K,AM Peak (7:00-8:59am) Tons,MD 1HR (1:00-1:59pm) $K,MD 1HR (1:00-1:59pm) Tons,PM Peak (4:00-5:59pm) $K,PM Peak (4:00-5:59pm) Tons
NE Airport Way WB I-205,Gateway to Troutdale-Wood Village-Fairview,45.56772414,-122.539917,Machinery,0.631,204,237.697,77,0,0,0,0
NE Airport Way WB I-205,Gateway to Troutdale-Wood Village-Fairview,45.56772414,-122.539917,Misc manufactured,0.514,92,353.055,63,0,0,0,0
NE Airport Way WB I-205,Gateway to Troutdale-Wood Village-Fairview,45.56772414,-122.539917,"Motor Vehicles, etc.",0.974,63,296.026,19,0,0,0,0
NE Airport Way WB I-205,Gateway to Troutdale-Wood Village-Fairview,45.56772414,-122.539917,"Wood, Paper, etc.",0.338,636,96.588,182,10.933,21,0,0
NE Marine Drive EB I-205,Gateway to Troutdale-Wood Village-Fairview,45.5474035,-122.4062484,Agriculture,0.027,59,16.553,37,0,0,0,0
NE Marine Drive EB I-205,Gateway to Troutdale-Wood Village-Fairview,455.474035,-1224.062484,All Goods,3.735,1680,1907.594,683,80.916,74,27.247,15
NE Marine Drive EB I-205,Gateway to Troutdale-Wood Village-Fairview,45.5474035,-122.4062484,Chemical,0.098,173,37.774,67,14.18,25,0.021,0
NE Marine Drive EB I-205,Gateway to Troutdale-Wood Village-Fairview,45.5474035,-122.4062484,"Coal, Oil, Waste, etc.",0.23,433,82.243,155,7.979,15,0,0
NE Marine Drive EB I-205,Gateway to Troutdale-Wood Village-Fairview,45.5474035,-122.4062484,Electronics,0.725,37,404.956,21,15.382,1,2.395,0
NE Marine Drive EB I-205,Gateway to Troutdale-Wood Village-Fairview,45.5474035,-122.4062484,Food,0.461,279,137.445,83,37.245,22,24.83,15
NE Marine Drive EB I-205,Gateway to Troutdale-Wood Village-Fairview,45.5474035,-122.4062484,"Gravel, Sand, etc.",0,28,0.206,15,0,0,0,0
NE Marine Drive EB I-205,Gateway to Troutdale-Wood Village-Fairview,45.5474035,-122.4062484,Machinery,0.72,233,308.656,100,0.656,0,0,0
NE Marine Drive EB I-205,Gateway to Troutdale-Wood Village-Fairview,45.5474035,-122.4062484,Misc manufactured,0.349,63,140.48,25,0,0,0,0
NE Marine Drive EB I-205,Gateway to Troutdale-Wood Village-Fairview,45.5474035,-122.4062484,"Motor Vehicles, etc.",0.957,62,707.537,46,0,0,0,0
NE Marine Drive EB I-205,Gateway to Troutdale-Wood Village-Fairview,45.5474035,-122.4062484,"Wood, Paper, etc.",0.167,313,71.744,135,5.473,10,0,0
NE Marine Drive WB I-205,Gateway to Troutdale-Wood Village-Fairview,45.54839721,-122.4061364,Agriculture,0.025,55,15.532,35,0,0,0,0
NE Marine Drive WB I-205,Gateway to Troutdale-Wood Village-Fairview,455.4839721,-1224.061364,All Goods,1.564,827,733.787,368,0.331,1,0,0
NE Marine Drive WB I-205,Gateway to Troutdale-Wood Village-Fairview,45.54839721,-122.4061364,Chemical,0.063,112,30.535,54,0.331,1,0,0
NE Marine Drive WB I-205,Gateway to Troutdale-Wood Village-Fairview,45.54839721,-122.4061364,"Coal, Oil, Waste, etc.",0.045,85,27.919,52,0,0,0,0
NE Marine Drive WB I-205,Gateway to Troutdale-Wood Village-Fairview,45.54839721,-122.4061364,Electronics,0.132,7,30.523,2,0,0,0,0
NE Marine Drive WB I-205,Gateway to Troutdale-Wood Village-Fairview,45.54839721,-122.4061364,Food,0.389,235,165.843,100,0,0,0,0
NE Marine Drive WB I-205,Gateway to Troutdale-Wood Village-Fairview,45.54839721,-122.4061364,"Gravel, Sand, etc.",0,0,0,0,0,0,0,0
NE Marine Drive WB I-205,Gateway to Troutdale-Wood Village-Fairview,45.54839721,-122.4061364,Machinery,0.408,132,135.671,44,0,0,0,0
NE Marine Drive WB I-205,Gateway to Troutdale-Wood Village-Fairview,45.54839721,-122.4061364,Misc manufactured,0.085,15,67.53,12,0,0,0,0
NE Marine Drive WB I-205,Gateway to Troutdale-Wood Village-Fairview,45.54839721,-122.4061364,"Motor Vehicles, etc.",0.329,21,231.338,15,0,0,0,0
NE Marine Drive WB I-205,Gateway to Troutdale-Wood Village-Fairview,45.54839721,-122.4061364,"Wood, Paper, etc.",0.088,165,28.895,54,0,0,0,0
Highway 224 EB OR 213,Milwaukie to Clackamas,45.42292207,-122.58616,Agriculture,0.055,123,21.264,48,1.946,4,0,0
Highway 224 EB OR 213,Milwaukie to Clackamas,454.2292207,-1225.8616,All Goods,6.492,3492,1905.743,983,346.813,247,525.079,126
Highway 224 EB OR 213,Milwaukie to Clackamas,45.42292207,-122.58616,Chemical,0.008,14,4.777,8,0,0,0,0
Highway 224 EB OR 213,Milwaukie to Clackamas,45.42292207,-122.58616,"Coal, Oil, Waste, etc.",0.508,955,161.342,303,42.256,79,0,0
Highway 224 EB OR 213,Milwaukie to Clackamas,45.42292207,-122.58616,Electronics,1.972,100,611.092,31,147.974,8,147.868,8
Highway 224 EB OR 213,Milwaukie to Clackamas,45.42292207,-122.58616,Food,1.441,871,256.604,155,120.33,73,107.756,65
Highway 224 EB OR 213,Milwaukie to Clackamas,45.42292207,-122.58616,"Gravel, Sand, etc.",0.005,393,2.584,189,0.256,19,0.103,8
Highway 224 EB OR 213,Milwaukie to Clackamas,45.42292207,-122.58616,Machinery,0.268,87,61.165,20,0,0,0,0
Highway 224 EB OR 213,Milwaukie to Clackamas,45.42292207,-122.58616,Misc manufactured,0.203,36,119.2,21,0,0,0,0
Highway 224 EB OR 213,Milwaukie to Clackamas,45.42292207,-122.58616,"Motor Vehicles, etc.",1.601,104,577.456,37,0,0,253.442,16
Highway 224 EB OR 213,Milwaukie to Clackamas,45.42292207,-122.58616,"Wood, Paper, etc.",0.431,810,90.259,170,34.05,64,15.91,30
Highway 224 EB OR 99E,Milwaukie to Clackamas,45.44818896,-122.635801,Agriculture,0.03,66,17.916,40,1.806,4,0,0
Highway 224 EB OR 99E,Milwaukie to Clackamas,454.4818896,-1226.35801,All Goods,4.198,2945,755.799,676,135.626,257,399.24,100
Highway 224 EB OR 99E,Milwaukie to Clackamas,45.44818896,-122.635801,Chemical,0.007,12,4.828,9,0,0,0,0
Highway 224 EB OR 99E,Milwaukie to Clackamas,45.44818896,-122.635801,"Coal, Oil, Waste, etc.",0.467,878,145.885,274,50.67,95,6.874,13
Highway 224 EB OR 99E,Milwaukie to Clackamas,45.44818896,-122.635801,Electronics,1.802,91,265.216,13,5.934,0,296.475,15
Highway 224 EB OR 99E,Milwaukie to Clackamas,45.44818896,-122.635801,Food,0.482,291,49.521,30,12.415,8,31.038,19
Highway 224 EB OR 99E,Milwaukie to Clackamas,45.44818896,-122.635801,"Gravel, Sand, etc.",0.006,459,1.201,88,0.927,68,0.103,8
Highway 224 EB OR 99E,Milwaukie to Clackamas,45.44818896,-122.635801,Machinery,0.885,286,156.319,51,24.421,8,48.842,16
Highway 224 EB OR 99E,Milwaukie to Clackamas,45.44818896,-122.635801,Misc manufactured,0.068,12,26.485,5,0,0,0,0
Highway 224 EB OR 99E,Milwaukie to Clackamas,45.44818896,-122.635801,"Motor Vehicles, etc.",0,0,0,0,0,0,0,0
Highway 224 EB OR 99E,Milwaukie to Clackamas,45.44818896,-122.635801,"Wood, Paper, etc.",0.451,848,88.428,166,39.453,74,15.908,30
Highway 224 WB OR 213,Milwaukie to Clackamas,45.42390395,-122.5859705,Agriculture,0.109,245,11.962,27,10.045,22,0,0
Highway 224 WB OR 213,Milwaukie to Clackamas,454.2390395,-1225.859705,All Goods,4.87,3351,1515.564,872,388.901,259,177.922,111
Highway 224 WB OR 213,Milwaukie to Clackamas,45.42390395,-122.5859705,Chemical,0.048,85,19.194,34,2.944,5,2.944,5
Highway 224 WB OR 213,Milwaukie to Clackamas,45.42390395,-122.5859705,"Coal, Oil, Waste, etc.",0.44,828,115.296,217,26.129,49,15.452,29
Highway 224 WB OR 213,Milwaukie to Clackamas,45.42390395,-122.5859705,Electronics,1.203,61,476.465,24,148.539,8,43.277,2
Highway 224 WB OR 213,Milwaukie to Clackamas,45.42390395,-122.5859705,Food,1.494,903,523.576,316,113.282,68,80.175,48
Highway 224 WB OR 213,Milwaukie to Clackamas,45.42390395,-122.5859705,"Gravel, Sand, etc.",0.004,295,1.204,88,0.256,19,0,0
Highway 224 WB OR 213,Milwaukie to Clackamas,45.42390395,-122.5859705,Machinery,0.503,163,140.971,46,37.774,12,14.652,5
Highway 224 WB OR 213,Milwaukie to Clackamas,45.42390395,-122.5859705,Misc manufactured,0.231,41,83.339,15,11.16,2,11.16,2
Highway 224 WB OR 213,Milwaukie to Clackamas,45.42390395,-122.5859705,"Motor Vehicles, etc.",0.465,30,90.754,6,0,0,0,0
Highway 224 WB OR 213,Milwaukie to Clackamas,45.42390395,-122.5859705,"Wood, Paper, etc.",0.372,700,52.803,99,38.771,73,10.262,19
Highway 224 WB OR 99E,Milwaukie to Clackamas,45.44913775,-122.6354851,Agriculture,0.009,19,1.722,4,0,0,0,0
Highway 224 WB OR 99E,Milwaukie to Clackamas,454.4913775,-1226.354851,All Goods,4.311,2691,1179.323,735,397.645,170,104.207,67
Highway 224 WB OR 99E,Milwaukie to Clackamas,45.44913775,-122.6354851,Chemical,0.05,88,27.408,48,0,0,0,0
Highway 224 WB OR 99E,Milwaukie to Clackamas,45.44913775,-122.6354851,"Coal, Oil, Waste, etc.",0.354,666,124.297,234,19.48,37,16.782,32
Highway 224 WB OR 99E,Milwaukie to Clackamas,45.44913775,-122.6354851,Electronics,0.87,44,307.809,16,147.868,8,41.866,2
Highway 224 WB OR 99E,Milwaukie to Clackamas,45.44913775,-122.6354851,Food,1.525,922,361.861,219,90.353,55,41.383,25
Highway 224 WB OR 99E,Milwaukie to Clackamas,45.44913775,-122.6354851,"Gravel, Sand, etc.",0.003,249,1.285,94,0.256,19,0,0
Highway 224 WB OR 99E,Milwaukie to Clackamas,45.44913775,-122.6354851,Machinery,0.353,114,106.772,35,0,0,0,0
Highway 224 WB OR 99E,Milwaukie to Clackamas,45.44913775,-122.6354851,Misc manufactured,0.188,34,130.66,23,0,0,0,0
Highway 224 WB OR 99E,Milwaukie to Clackamas,45.44913775,-122.6354851,"Motor Vehicles, etc.",0.687,45,86.857,6,115.681,8,0,0
Highway 224 WB OR 99E,Milwaukie to Clackamas,45.44913775,-122.6354851,"Wood, Paper, etc.",0.271,510,30.654,58,24.007,45,4.175,8
I-205 EB Stafford,Oregon City to Tualatin,45.37276273,-122.7283665,Agriculture,0.393,881,55.198,124,27.746,62,9.611,22
I-205 EB Stafford,Oregon City to Tualatin,453.7276273,-1227.283665,All Goods,18.488,13065,4009.244,2640,1355.195,1003,516.369,345
I-205 EB Stafford,Oregon City to Tualatin,45.37276273,-122.7283665,Chemical,0.282,497,82.139,145,12.264,22,4.921,9
I-205 EB Stafford,Oregon City to Tualatin,45.37276273,-122.7283665,"Coal, Oil, Waste, etc.",1.69,3177,395.638,744,136.554,257,23.098,43
I-205 EB Stafford,Oregon City to Tualatin,45.37276273,-122.7283665,Electronics,3.522,179,800.229,41,183.921,9,170.557,9
I-205 EB Stafford,Oregon City to Tualatin,45.37276273,-122.7283665,Food,3.308,1998,702.017,424,341.962,207,103.821,63
I-205 EB Stafford,Oregon City to Tualatin,45.37276273,-122.7283665,"Gravel, Sand, etc.",0.027,2010,6.161,451,1.743,128,0.834,61
I-205 EB Stafford,Oregon City to Tualatin,45.37276273,-122.7283665,Machinery,1.811,585,595.658,193,90.984,29,35.117,11
I-205 EB Stafford,Oregon City to Tualatin,45.37276273,-122.7283665,Misc manufactured,2.734,490,255.511,46,333.431,60,34.531,6
I-205 EB Stafford,Oregon City to Tualatin,45.37276273,-122.7283665,"Motor Vehicles, etc.",3.1,201,895.251,58,108.059,7,71.635,5
I-205 EB Stafford,Oregon City to Tualatin,45.37276273,-122.7283665,"Wood, Paper, etc.",1.62,3046,221.443,416,118.53,223,62.245,117
I-205 NB OR213,Oregon City to Tualatin,45.36916279,-122.5931867,Agriculture,0.872,1953,225.309,505,50.167,112,36.092,81
I-205 NB OR213,Oregon City to Tualatin,453.6916279,-1225.931867,All Goods,25.054,18645,7845.522,5766,1493.12,1123,985.766,649
I-205 NB OR213,Oregon City to Tualatin,45.36916279,-122.5931867,Chemical,0.465,819,207.952,367,12.35,22,4.933,9
I-205 NB OR213,Oregon City to Tualatin,45.36916279,-122.5931867,"Coal, Oil, Waste, etc.",2.464,4632,732.354,1377,157.265,296,74.103,139
I-205 NB OR213,Oregon City to Tualatin,45.36916279,-122.5931867,Electronics,4.992,253,1372.323,70,185.662,9,321.186,16
I-205 NB OR213,Oregon City to Tualatin,45.36916279,-122.5931867,Food,4.648,2808,1673.247,1011,357.519,216,123.549,75
I-205 NB OR213,Oregon City to Tualatin,45.36916279,-122.5931867,"Gravel, Sand, etc.",0.028,2014,8.345,611,1.641,120,0.834,61
I-205 NB OR213,Oregon City to Tualatin,45.36916279,-122.5931867,Machinery,2.378,769,950.754,307,95.99,31,35.737,12
I-205 NB OR213,Oregon City to Tualatin,45.36916279,-122.5931867,Misc manufactured,3.763,674,949.527,170,397.599,71,203.042,36
I-205 NB OR213,Oregon City to Tualatin,45.36916279,-122.5931867,"Motor Vehicles, etc.",3.038,197,1043.773,68,108.059,7,71.635,5
I-205 NB OR213,Oregon City to Tualatin,45.36916279,-122.5931867,"Wood, Paper, etc.",2.407,4525,681.936,1282,126.868,239,114.654,216
I-205 SB OR213,Oregon City to Tualatin,45.37053814,-122.5931902,Agriculture,0.455,1019,136.576,306,10.18,23,37.947,85
I-205 SB OR213,Oregon City to Tualatin,453.7053814,-1225.931902,All Goods,25.844,19800,7478.176,5359,1272.231,952,971.016,855
I-205 SB OR213,Oregon City to Tualatin,45.37053814,-122.5931902,Chemical,0.688,1213,259.756,458,36.417,64,18.775,33
I-205 SB OR213,Oregon City to Tualatin,45.37053814,-122.5931902,"Coal, Oil, Waste, etc.",2.228,4189,650.708,1223,98.744,186,58.414,110
I-205 SB OR213,Oregon City to Tualatin,45.37053814,-122.5931902,Electronics,6.053,307,1760.531,89,253.435,13,177.306,9
I-205 SB OR213,Oregon City to Tualatin,45.37053814,-122.5931902,Food,4.322,2611,1078.213,651,256.429,155,166.811,101
I-205 SB OR213,Oregon City to Tualatin,45.37053814,-122.5931902,"Gravel, Sand, etc.",0.053,3888,14.073,1030,2.714,199,1.91,140
I-205 SB OR213,Oregon City to Tualatin,45.37053814,-122.5931902,Machinery,2.288,740,706.083,228,59.133,19,58.435,19
I-205 SB OR213,Oregon City to Tualatin,45.37053814,-122.5931902,Misc manufactured,4.173,748,999.434,179,156.921,28,164.651,30
I-205 SB OR213,Oregon City to Tualatin,45.37053814,-122.5931902,"Motor Vehicles, etc.",2.981,193,1282.01,83,265.92,17,115.681,8
I-205 SB OR213,Oregon City to Tualatin,45.37053814,-122.5931902,"Wood, Paper, etc.",2.602,4892,590.794,1111,132.338,249,171.087,322
I-205 WB Stafford,Oregon City to Tualatin,45.37388606,-122.7309345,Agriculture,0.302,677,45.92,103,10.18,23,17.599,39
I-205 WB Stafford,Oregon City to Tualatin,453.7388606,-1227.309345,All Goods,19.028,15614,2095.157,2404,1416.407,989,771.686,690
I-205 WB Stafford,Oregon City to Tualatin,45.37388606,-122.7309345,Chemical,0.453,798,68.3,120,26.165,46,18.775,33
I-205 WB Stafford,Oregon City to Tualatin,45.37388606,-122.7309345,"Coal, Oil, Waste, etc.",1.756,3301,348.928,656,92.408,174,42.801,80
I-205 WB Stafford,Oregon City to Tualatin,45.37388606,-122.7309345,Electronics,4.52,229,529.73,27,243.361,12,170.775,9
I-205 WB Stafford,Oregon City to Tualatin,45.37388606,-122.7309345,Food,3.491,2109,593.509,359,289.409,175,170.489,103
I-205 WB Stafford,Oregon City to Tualatin,45.37388606,-122.7309345,"Gravel, Sand, etc.",0.047,3422,9.666,707,2.67,195,1.91,140
I-205 WB Stafford,Oregon City to Tualatin,45.37388606,-122.7309345,Machinery,1.661,537,113.286,37,97.473,32,58.358,19
I-205 WB Stafford,Oregon City to Tualatin,45.37388606,-122.7309345,Misc manufactured,2.992,536,159.973,29,97.217,17,164.651,30
I-205 WB Stafford,Oregon City to Tualatin,45.37388606,-122.7309345,"Motor Vehicles, etc.",1.735,112,31.71,2,404.228,26,0,0
I-205 WB Stafford,Oregon City to Tualatin,45.37388606,-122.7309345,"Wood, Paper, etc.",2.07,3891,194.136,365,153.297,288,126.328,238
I-405 NB Fremont Br.,Portland Central City Loop,45.53786737,-122.6822056,Agriculture,1.177,2637,351.965,788,35.5,80,14.452,32
I-405 NB Fremont Br.,Portland Central City Loop,455.3786737,-1226.822056,All Goods,44.768,37720,13727.593,10367,1938.691,1969,1034.285,910
I-405 NB Fremont Br.,Portland Central City Loop,45.53786737,-122.6822056,Chemical,2.11,3720,1040.895,1836,20.484,36,27.542,49
I-405 NB Fremont Br.,Portland Central City Loop,45.53786737,-122.6822056,"Coal, Oil, Waste, etc.",8.867,16668,2168.952,4077,584.806,1099,265.87,500
I-405 NB Fremont Br.,Portland Central City Loop,45.53786737,-122.6822056,Electronics,8.678,440,2127.552,108,265.812,13,176.885,9
I-405 NB Fremont Br.,Portland Central City Loop,45.53786737,-122.6822056,Food,4.543,2744,1103.118,666,190.324,115,66.343,40
I-405 NB Fremont Br.,Portland Central City Loop,45.53786737,-122.6822056,"Gravel, Sand, etc.",0.042,3037,9.716,711,2.447,179,1.301,95
I-405 NB Fremont Br.,Portland Central City Loop,45.53786737,-122.6822056,Machinery,6.344,2051,2140.05,692,264.533,86,78.591,25
I-405 NB Fremont Br.,Portland Central City Loop,45.53786737,-122.6822056,Misc manufactured,2.164,388,355.5,64,163.307,29,43.523,8
I-405 NB Fremont Br.,Portland Central City Loop,45.53786737,-122.6822056,"Motor Vehicles, etc.",7.908,513,3802.767,247,243.324,16,289.202,19
I-405 NB Fremont Br.,Portland Central City Loop,45.53786737,-122.6822056,"Wood, Paper, etc.",2.937,5522,627.077,1179,168.154,316,70.577,133
I-405 NB US26,Portland Central City Loop,45.51023893,-122.686703,Agriculture,0.323,723,87.743,197,17.215,39,35.062,79
I-405 NB US26,Portland Central City Loop,455.1023893,-1226.86703,All Goods,13.118,8603,3401.647,2255,543.068,476,502.308,207
I-405 NB US26,Portland Central City Loop,45.51023893,-122.686703,Chemical,0.879,1550,233.534,412,55.103,97,4.48,8
I-405 NB US26,Portland Central City Loop,45.51023893,-122.686703,"Coal, Oil, Waste, etc.",0.965,1815,282.264,531,61.617,116,10.367,19
I-405 NB US26,Portland Central City Loop,45.51023893,-122.686703,Electronics,4.179,212,951.921,48,104.389,5,372.994,19
I-405 NB US26,Portland Central City Loop,45.51023893,-122.686703,Food,1.723,1041,331.73,200,82.942,50,22.3,13
I-405 NB US26,Portland Central City Loop,45.51023893,-122.686703,"Gravel, Sand, etc.",0.008,579,1.96,143,0.41,30,0,0
I-405 NB US26,Portland Central City Loop,45.51023893,-122.686703,Machinery,1.231,398,294.428,95,129.506,42,24.862,8
I-405 NB US26,Portland Central City Loop,45.51023893,-122.686703,Misc manufactured,1.14,204,525.862,94,12.585,2,0,0
I-405 NB US26,Portland Central City Loop,45.51023893,-122.686703,"Motor Vehicles, etc.",1.62,105,422.248,27,29.645,2,0,0
I-405 NB US26,Portland Central City Loop,45.51023893,-122.686703,"Wood, Paper, etc.",1.051,1977,269.957,508,49.657,93,32.242,61
I-405 SB Fremont Br.,Portland Central City Loop,45.53849186,-122.6830985,Agriculture,0.241,539,46.1,103,18.358,41,2.896,6
I-405 SB Fremont Br.,Portland Central City Loop,455.3849186,-1226.830985,All Goods,34.161,20789,6918.077,4510,2201.161,1524,1710.07,524
I-405 SB Fremont Br.,Portland Central City Loop,45.53849186,-122.6830985,Chemical,0.866,1528,245.498,433,44.74,79,17.282,30
I-405 SB Fremont Br.,Portland Central City Loop,45.53849186,-122.6830985,"Coal, Oil, Waste, etc.",2.65,4981,588.021,1105,209.793,394,64.833,122
I-405 SB Fremont Br.,Portland Central City Loop,45.53849186,-122.6830985,Electronics,10.488,532,2271.342,115,326.262,17,1192.394,60
I-405 SB Fremont Br.,Portland Central City Loop,45.53849186,-122.6830985,Food,4.66,2815,932.477,563,346.345,209,115.652,70
I-405 SB Fremont Br.,Portland Central City Loop,45.53849186,-122.6830985,"Gravel, Sand, etc.",0.02,1435,5.698,417,1.181,86,0.158,12
I-405 SB Fremont Br.,Portland Central City Loop,45.53849186,-122.6830985,Machinery,6.469,2091,1429.4,462,394.526,128,227.523,74
I-405 SB Fremont Br.,Portland Central City Loop,45.53849186,-122.6830985,Misc manufactured,3.092,554,493.223,88,388.286,70,11.013,2
I-405 SB Fremont Br.,Portland Central City Loop,45.53849186,-122.6830985,"Motor Vehicles, etc.",2.4,156,265.439,17,213.035,14,0,0
I-405 SB Fremont Br.,Portland Central City Loop,45.53849186,-122.6830985,"Wood, Paper, etc.",3.275,6158,640.881,1205,258.634,486,78.319,147
I-405 SB US26,Portland Central City Loop,45.50807126,-122.6856419,Agriculture,0.207,464,40.101,90,2.065,5,4.68,10
I-405 SB US26,Portland Central City Loop,455.0807126,-1226.856419,All Goods,9.616,6888,1849.044,1263,230.849,333,98.243,205
I-405 SB US26,Portland Central City Loop,45.50807126,-122.6856419,Chemical,0.26,458,32.233,57,30.424,54,0,0
I-405 SB US26,Portland Central City Loop,45.50807126,-122.6856419,"Coal, Oil, Waste, etc.",1.22,2294,250.267,470,57.132,107,50.323,95
I-405 SB US26,Portland Central City Loop,45.50807126,-122.6856419,Electronics,3.279,166,768.244,39,72.801,4,5.915,0
I-405 SB US26,Portland Central City Loop,45.50807126,-122.6856419,Food,0.598,362,145.375,88,15.591,9,16.259,10
I-405 SB US26,Portland Central City Loop,45.50807126,-122.6856419,"Gravel, Sand, etc.",0.017,1253,2.736,200,0.79,58,0.707,52
I-405 SB US26,Portland Central City Loop,45.50807126,-122.6856419,Machinery,1.116,361,99.542,32,0.737,0,0.116,0
I-405 SB US26,Portland Central City Loop,45.50807126,-122.6856419,Misc manufactured,0.61,109,192.225,34,0,0,0,0
I-405 SB US26,Portland Central City Loop,45.50807126,-122.6856419,"Motor Vehicles, etc.",1.607,104,190.784,12,0,0,0,0
I-405 SB US26,Portland Central City Loop,45.50807126,-122.6856419,"Wood, Paper, etc.",0.7,1317,127.536,240,51.309,96,20.243,38
I-5 NB Broadway,Portland Central City Loop,45.54154684,-122.6716729,Agriculture,3.429,7681,603.069,1351,209.388,469,144.345,323
I-5 NB Broadway,Portland Central City Loop,455.4154684,-1226.716729,All Goods,73.66,49284,12983.38,8748,4345.773,2830,5367.839,2919
I-5 NB Broadway,Portland Central City Loop,45.54154684,-122.6716729,Chemical,4.274,7536,750.406,1323,242.991,428,202.369,357
